name,symbol,category,coingecko_id,ccxt_symbol,yfinance_symbol,start_date,end_date,interval,total_rows,date_range_start,date_range_end,data_completeness
Monero,XMR,Privacy,monero,XMR/USDT,XMR-USD,2024-01-01,2026-06-22,1 Day,51,2024-01-01,2024-02-20,0.05647840531561462
