name,symbol,category,ccxt_symbol,yf_symbol,start_date,end_date,interval,total_rows,actual_start,actual_end
Ethereum,ETH,Smart Contract,ETH/USDT,ETH-USD,2024-01-01,2026-06-22,1 Day,904,2024-01-01,2026-06-22
