name,symbol,category,coingecko_id,ccxt_symbol,yfinance_symbol,start_date,end_date,interval,total_rows,date_range_start,date_range_end,data_completeness
Worldcoin,WLD,AI,worldcoin,WLD/USDT,,2024-01-01,2026-06-22,1 Day,904,2024-01-01,2026-06-22,1.0011074197120708
