name,symbol,category,ccxt_symbol,yf_symbol,start_date,end_date,interval,total_rows,actual_start,actual_end
Uniswap,UNI,DeFi/Exchange,UNI/USDT,UNI-USD,2024-01-01,2026-06-22,1 Day,904,2024-01-01,2026-06-22
