Date,Open,High,Low,Close,Volume,is_outlier,data_quality
2021-01-01,1092.656980861712,1184.0475437038688,1087.5716848460345,1159.9644775390625,476692.0,0,1
2021-01-04,1173.445210811798,1201.2701585743018,1165.7693631531763,1185.1988525390625,146378.0,0,1
2021-01-05,1179.7775878135442,1405.1116340043109,1171.1422604703876,1263.156494140625,921237.0,1,0
2021-01-06,1270.4007188986295,1328.6891829498177,1242.5277522022773,1308.73193359375,340981.0,0,1
2021-01-07,1320.245708751895,1348.070654648556,1261.7173742796094,1265.5552978515625,229818.0,0,1
2021-01-08,1280.6189340951353,1298.513273841694,1247.804738681868,1267.85791015625,216146.0,0,1
2021-01-11,1288.4870222390025,1319.1904133791124,1267.4743655026614,1309.6915283203125,252229.0,0,1
2021-01-12,1308.7318675759882,1328.8809652439468,1281.098772495994,1290.59765625,154162.0,0,1
2021-01-13,1300.1447130308673,1309.691501669572,1256.0085891650797,1298.657470703125,190031.0,0,1
2021-01-14,1298.6574504520956,1300.096671860059,1271.3122437007955,1281.434814453125,76995.0,0,1
2021-01-15,1280.907010548675,1296.9783157372071,1227.8476695541965,1249.244140625,164408.0,0,1
2021-01-18,1217.581277807266,1231.9254705976584,1097.69418465533,1109.255859375,675350.0,1,0
2021-01-19,1127.390251641432,1160.9240680214457,1033.217161664596,1044.635009765625,383260.0,1,0
2021-01-20,1041.996389832059,1131.2281248729262,1037.055039144214,1106.041748046875,656001.0,1,0
2021-01-21,1132.1875080209886,1146.148002533106,1104.3625607899644,1122.544677734375,196578.0,1,0
2021-01-22,1128.0616607965892,1139.9592475239706,1056.4844082237894,1069.5333251953125,200861.0,0,1
2021-01-25,1079.2721631294112,1103.0193175208567,1058.307527020782,1074.0909423828125,153800.0,0,1
2021-01-26,1079.2721631294112,1103.0193175208567,1058.307527020782,1074.0909423828125,153800.0,0,1
2021-01-27,1076.9214010602857,1098.55762539172,1065.3117054282795,1077.976806640625,106660.0,0,1
2021-01-28,1073.563409278173,1084.213625895322,1055.4291933494287,1067.3267822265625,99437.0,0,1
2021-01-29,1076.537632700814,1126.4306424160031,1065.9833421841392,1075.1943359375,170724.0,0,1
2021-02-01,1087.0439078247862,1120.6737623546924,1049.672171246604,1111.4627685546875,161677.0,0,1
2021-02-02,1208.945869679352,1228.1354866583893,1126.47853756159,1146.4356689453125,423894.0,1,0
2021-02-03,1158.33322148876,1184.9588142792452,1148.4985430706529,1164.665771484375,254826.0,0,1
2021-02-04,1157.6617109631943,1166.7287584949377,1128.3495230181304,1132.955078125,107681.0,0,1
2021-02-05,1134.106495205466,1149.0264709895089,1134.106495205466,1137.032958984375,103696.0,0,1
2021-02-08,1103.402967178248,1122.352713788483,1068.8616569013636,1090.3060302734375,280945.0,0,1
2021-02-09,1093.808303396336,1112.9979227541664,1026.6446356439294,1048.1849365234375,207026.0,0,1
2021-02-10,1049.672290654692,1083.1582034249057,1021.8473396227122,1063.296875,219584.0,0,1
2021-02-11,1064.0645526088872,1145.620447082968,1056.628573995074,1119.378662109375,342900.0,0,1
2021-02-12,1122.592633531745,1218.5407218677915,1122.5446126379245,1144.372802734375,656951.0,0,1
2021-02-15,1158.8133513717808,1196.4729862642191,1158.8133513717808,1172.9656982421875,225336.0,0,1
2021-02-16,1176.3716132492962,1199.351134129565,1158.525174674141,1189.660400390625,228274.0,0,1
2021-02-17,1180.161615165469,1198.7755697563225,1151.3771855272869,1178.146728515625,162390.0,0,1
2021-02-18,1179.633708023145,1193.6422224155572,1158.093409354968,1169.3673095703125,135536.0,0,1
2021-02-19,1164.8099159614871,1167.8802082642817,1114.005444647915,1124.991455078125,125373.0,0,1
2021-02-22,1127.3900029726158,1150.4175434588649,1079.41596029293,1085.8924560546875,168602.0,0,1
2021-02-23,1092.8006581703555,1156.6541550565146,1079.4159472738108,1144.66064453125,235978.0,0,1
2021-02-24,1152.3366081626348,1168.6477841316312,1100.860432341533,1154.063720703125,128418.0,0,1
2021-02-25,1160.0122695183331,1168.3597055014477,1137.2246008656775,1147.1072998046875,93163.0,0,1
2021-02-26,1112.9978919054706,1150.177778380761,1112.9978919054706,1125.5191650390625,100732.0,0,1
2021-03-01,1141.7824269868825,1183.9995923544643,1120.6738443030913,1127.438232421875,202026.0,0,1
2021-03-02,1131.2280632282125,1138.9039109854862,1099.7091367997357,1112.9979248046875,130989.0,0,1
2021-03-03,1146.5795810341365,1235.187611423958,1141.830197820088,1179.0579833984375,665485.0,1,0
2021-03-04,1169.3193329388655,1203.5248506522466,1160.9718959088443,1187.165771484375,124159.0,0,1
2021-03-05,1180.1614372277195,1198.3915732499363,1154.2554544593063,1164.281982421875,118765.0,0,1
2021-03-08,1173.2533612396276,1216.621853652669,1172.48572962426,1187.933349609375,150786.0,0,1
2021-03-09,1197.4320828889508,1197.4320828889508,1157.1338877917265,1168.6956787109375,198928.0,0,1
2021-03-10,1179.202031982183,1193.5942455539753,1156.1744902673152,1169.799072265625,167312.0,0,1
2021-03-11,1179.202031982183,1193.5942455539753,1156.1744902673152,1169.799072265625,167312.0,0,1
2021-03-12,1175.3643009039615,1186.8780736475107,1160.012603912563,1165.097900390625,113459.0,0,1
2021-03-15,1173.253468068994,1173.253468068994,1136.0255566925837,1147.63525390625,96431.0,0,1
2021-03-16,1152.336555846519,1265.3634522205025,1133.8185277080754,1245.4542236328125,823328.0,1,0
2021-03-17,1245.070540566995,1269.441381342736,1162.890969657693,1170.7586669921875,396299.0,1,0
2021-03-18,1181.936565215796,1196.4727247918638,1106.329537885147,1143.365478515625,211446.0,0,1
2021-03-19,1136.9850811228855,1163.0829196795885,1089.6347131946245,1148.546875,209743.0,0,1
2021-03-22,1151.3770595112026,1178.3384488965971,1122.5926330234226,1161.9793701171875,137248.0,0,1
2021-03-23,1167.784177117638,1178.242542326963,1149.4581153971512,1153.8717041015625,109901.0,0,1
2021-03-24,1149.4582943962737,1164.6181417897249,1128.7814309821397,1141.9263916015625,119841.0,0,1
2021-03-25,1151.3772002757948,1151.425221175465,1099.277335113657,1108.920166015625,136110.0,0,1
2021-03-26,1126.430698181768,1142.693854342485,1108.7283205157078,1117.123779296875,110179.0,0,1
