Date,Open,High,Low,Close,Volume,is_outlier,data_quality
2021-01-01,2565.176336190286,2596.6499378371864,2557.000034791234,2575.569091796875,54788.0,0,1
2021-01-04,2594.5321211843657,2594.5321211843657,2536.6087357399547,2560.9404296875,111052.0,0,1
2021-01-05,2541.53401820249,2589.7541600988748,2502.1303900133043,2555.670166015625,83186.0,0,1
2021-01-06,2568.476458170008,2571.0868524521143,2484.4974718973863,2505.38134765625,50559.0,0,1
2021-01-07,2505.381409989327,2541.4848906039183,2433.272813536996,2448.443115234375,123615.0,0,1
2021-01-08,2452.875964283039,2490.309412733945,2447.950510539499,2456.520751953125,56682.0,0,1
2021-01-11,2465.682254526396,2509.9620375652767,2395.7408082333973,2414.5068359375,105722.0,0,1
2021-01-12,2423.224492725783,2489.324174241277,2418.742522485708,2474.400146484375,69257.0,0,1
2021-01-13,2490.9494785988127,2499.0764767963065,2404.655678402183,2435.68603515625,123938.0,0,1
2021-01-14,2454.4523843997035,2466.66741437284,2383.9197854561794,2399.090087890625,48810.0,0,1
2021-01-15,2413.472215586414,2433.075424320913,2347.421836035234,2385.98828125,49259.0,0,1
2021-01-18,2403.5717506387823,2485.3835727036485,2327.916744796428,2447.703857421875,94052.0,0,1
2021-01-19,2470.607455779314,2496.9586317929093,2446.12785588044,2479.030029296875,76588.0,0,1
2021-01-20,2479.030238979744,2511.98147731736,2458.047757363193,2503.80517578125,72542.0,0,1
2021-01-21,2551.3851740550745,2679.4469781582247,2521.881752671447,2641.4716796875,407198.0,1,0
2021-01-22,2665.409063499582,2745.4476799310114,2539.366761170156,2632.7041015625,216222.0,0,1
2021-01-25,2657.28222631447,2684.3722212073885,2566.1613344019256,2630.537109375,115511.0,0,1
2021-01-26,2657.28222631447,2684.3722212073885,2566.1613344019256,2630.537109375,115511.0,0,1
2021-01-27,2644.9192899169443,2644.9192899169443,2453.0728715185287,2499.618408203125,239033.0,0,1
2021-01-28,2509.026050235173,2587.6363373650534,2418.200734443793,2517.054443359375,208883.0,0,1
2021-01-29,2551.384892820733,2584.8286737210897,2489.176511808012,2514.98583984375,162829.0,0,1
2021-02-01,2545.474695335379,2561.137543274357,2438.19840054416,2517.20263671875,114642.0,0,1
2021-02-02,2551.3852348179084,2610.4906842731493,2518.680267552813,2577.145263671875,94409.0,0,1
2021-02-03,2610.4902795767694,2622.31136763523,2507.055759065237,2540.59814453125,162833.0,0,1
2021-02-04,2550.399753028831,2699.148444688682,2394.7554266562724,2408.79296875,526087.0,0,1
2021-02-05,2442.828110431804,2510.405192147995,2334.665097074787,2386.530029296875,270173.0,1,0
2021-02-08,2414.654377365705,2430.662101914424,2334.665057259317,2339.34423828125,219314.0,0,1
2021-02-09,2360.1787941363887,2364.5626403046085,2218.3750310323976,2298.709228515625,583944.0,0,1
2021-02-10,2314.963136011185,2450.905652083331,2298.709139524298,2435.7353515625,539916.0,1,0
2021-02-11,2456.422273967333,2472.577665301309,2413.718495778698,2427.509765625,104221.0,0,1
2021-02-12,2462.7270585005717,2486.369238262177,2403.966487085024,2444.305908203125,158264.0,0,1
2021-02-15,2462.726594602528,2482.329802095306,2417.412425261841,2435.193359375,71372.0,0,1
2021-02-16,2419.382792854088,2459.4266341658417,2382.4418910902327,2417.4619140625,60107.0,0,1
2021-02-17,2417.412950166796,2417.757828165183,2369.1434984315997,2381.85107421875,141044.0,0,1
2021-02-18,2388.844927922076,2407.5616510686814,2365.2027513158364,2377.614990234375,90226.0,0,1
2021-02-19,2371.162789459913,2393.770574563993,2360.277488335525,2384.80615234375,64954.0,0,1
2021-02-22,2378.994111842903,2387.859928408777,2345.3533596293246,2361.361083984375,96446.0,0,1
2021-02-23,2365.1539894599864,2383.920019532065,2349.047897264815,2362.1494140625,66076.0,0,1
2021-02-24,2362.247665561152,2452.8760163666675,2362.247665561152,2386.628662109375,20642.0,0,1
2021-02-25,2400.173762359153,2406.52754999356,2365.350705970331,2383.32861328125,126585.0,0,1
2021-02-26,2374.068702067572,2390.3720020429005,2342.2995254527677,2376.28515625,97374.0,0,1
2021-03-01,2389.091368679528,2423.323272632364,2359.0954031001284,2411.452880859375,66118.0,0,1
2021-03-02,2423.3232440008,2438.050302607093,2364.8580118121376,2387.367431640625,72379.0,0,1
2021-03-03,2407.1675023580274,2430.218526350968,2370.0786967211584,2403.57177734375,71188.0,0,1
2021-03-04,2403.621604302488,2427.263784016938,2383.9197878737787,2406.478271484375,47992.0,0,1
2021-03-05,2407.5617595898693,2420.1216664780736,2365.2521605646407,2376.1865234375,48404.0,0,1
2021-03-08,2393.770558662245,2403.42449625822,2348.4563834776927,2369.980712890625,69703.0,0,1
2021-03-09,2374.167111232225,2383.919412629084,2353.3816019714386,2369.09375,29198.0,0,1
2021-03-10,2366.1879351434723,2408.5468365636093,2366.1879351434723,2382.589599609375,44361.0,0,1
2021-03-11,2366.1879351434723,2408.5468365636093,2366.1879351434723,2382.589599609375,44361.0,0,1
2021-03-12,2397.6122900734654,2411.452863267953,2364.2178097115584,2373.576171875,50655.0,0,1
2021-03-15,2393.77055640602,2408.5469178653166,2356.3371073758026,2380.126953125,50752.0,0,1
2021-03-16,2403.6213550331845,2403.6213550331845,2349.933910832648,2362.1982421875,58670.0,0,1
2021-03-17,2372.935740650516,2391.800130653723,2334.664872178469,2354.3173828125,37182.0,0,1
