Date,Close,High,Low,Open,Volume,is_outlier,data_quality
2021-03-03,380.8985290527344,388.9112860709095,361.110957336815,362.5278571163503,789733.0,0,1
2021-03-04,410.8974609375,414.3175349286564,373.27664703478,375.5729883929779,1615614.0,1,0
2021-03-05,396.6797790527344,419.2033996708808,390.8656407187699,414.3175791618961,580800.0,1,0
2021-03-08,405.8162231445313,412.7540939509908,396.8263316637882,403.47103535914965,320710.0,0,1
2021-03-09,393.6993713378906,410.2134370451479,390.86560168977553,407.3308211250931,189909.0,0,1
2021-03-10,393.2108154296875,399.3180908613759,389.8884635589852,395.26286593887096,142479.0,0,1
2021-03-11,393.2108154296875,399.3180908613759,389.8884635589852,395.26286593887096,142479.0,0,1
2021-03-12,406.7445068359375,415.7832736545139,396.0934254138588,397.1683117564197,485696.0,0,1
2021-03-15,428.9749755859375,437.7694511674259,407.7705058667444,410.6043051884325,993743.0,0,1
2021-03-16,427.118408203125,436.79232624302927,420.3759822856572,433.8608341205928,420435.0,0,1
2021-03-17,401.9075317382813,431.3201734047345,396.7285745894002,430.5384541515487,264370.0,0,1
2021-03-18,387.6409912109375,409.3828913597636,377.1853239301962,408.0148378309336,353306.0,0,1
2021-03-19,381.2894287109375,386.6149549534997,371.3223433557478,381.3382749857384,207500.0,0,1
2021-03-22,384.61175537109375,392.28249871542414,379.1396310210867,384.0254510084718,123636.0,0,1
2021-03-23,384.2208862304688,390.8655893206486,380.65421387137553,385.1980502037704,99883.0,0,1
2021-03-24,373.8141174316406,385.9309762223463,371.42008326044567,383.0483301766725,99552.0,0,1
2021-03-25,367.8534240722656,375.9150276057706,362.0392859592231,375.71958286456487,112443.0,0,1
2021-03-26,368.8305969238281,372.88582192467146,365.0685092210963,371.2735071436954,91553.0,0,1
2021-03-29,368.8305969238281,372.88582192467146,365.0685092210963,371.2735071436954,91553.0,0,1
2021-03-30,365.1661987304688,376.9410130022681,359.59635200216377,371.32232000223433,173767.0,0,1
2021-03-31,369.4168090820313,376.2081102736839,366.436471045796,368.3907988913736,70003.0,0,1
2021-04-01,378.7488098144531,380.8008603814936,369.8566105710653,372.2017984388194,87162.0,0,1
2021-04-02,378.7488098144531,380.8008603814936,369.8566105710653,372.2017984388194,87162.0,0,1
2021-04-05,371.566650390625,378.1625080898669,366.7296761495749,378.1625080898669,71732.0,0,1
2021-04-06,370.2962951660156,376.6967071860418,369.07484021405054,372.2994693589674,95287.0,0,1
2021-04-07,367.5114135742188,373.7652576731098,366.4853734058448,369.3680193475438,92976.0,0,1
2021-04-08,374.6446838378906,380.0679621069318,369.368004030167,369.368004030167,164690.0,0,1
2021-04-09,372.88580322265625,376.89218174643565,370.4917393989876,376.5990146423465,66795.0,0,1
2021-04-12,349.3361511230469,369.3680143342985,346.20921420570124,369.2702919642539,136031.0,0,1
2021-04-13,356.5183410644531,372.2995359002894,344.7434953305776,351.7790890396436,77204.0,0,1
2021-04-14,356.5183410644531,372.2995359002894,344.7434953305776,351.7790890396436,77204.0,0,1
2021-04-15,359.4986572265625,364.48219997317375,351.7790669982374,360.9644033390552,93382.0,0,1
2021-04-16,357.6420593261719,367.5602689417094,354.7105670366131,360.4758292419424,93818.0,0,1
2021-04-19,350.3133239746094,354.71056235085973,346.25809899175925,354.71056235085973,77339.0,0,1
2021-04-20,353.9288330078125,359.7429412485441,350.9973408398428,350.9973408398428,61258.0,0,1
2021-04-21,353.9288330078125,359.7429412485441,350.9973408398428,350.9973408398428,61258.0,0,1
2021-04-22,354.5639343261719,357.6419947099501,350.60640255787735,353.7821852977881,86093.0,0,1
2021-04-23,358.7169189453125,370.8337468710338,353.4402391832202,354.56397184596625,142843.0,0,1
2021-04-26,374.49810791015625,378.1624729582009,360.5246744552179,360.5246744552179,257244.0,0,1
2021-04-27,379.92138671875,386.956980103449,374.4981379410273,376.2081751005754,223789.0,0,1
2021-04-28,381.5337219238281,386.8104019219816,379.1396580311836,382.5108859909188,131870.0,0,1
2021-04-29,390.9144592285156,394.8231153580673,382.0711366636768,382.6574410472455,246088.0,0,1
2021-04-30,395.9957275390625,404.4481905279503,386.95696016155154,388.91128824317553,307843.0,0,1
2021-05-03,409.6271667480469,415.19698373749225,391.25646538566855,393.7970977871408,356355.0,0,1
2021-05-04,405.9627990722656,421.3531321990388,403.9107486912268,416.17414506397125,217264.0,0,1
2021-05-05,433.9096984863281,446.4662628984491,407.5262682843369,414.3175705794182,1251616.0,0,1
2021-05-06,437.3786010742188,449.3977060357019,427.9000985906129,437.7694606999939,613082.0,0,1
2021-05-07,428.730712890625,443.4370194330175,426.2389565730367,440.1146677360066,191642.0,0,1
2021-05-10,433.0302429199219,437.2809125028002,424.0891978239448,431.9065102262295,147834.0,0,1
2021-05-11,428.2909851074219,436.74347787648856,425.84807501709736,428.8772894932357,111689.0,0,1
2021-05-12,415.9298706054688,431.0759133326598,413.6824052258351,429.7567359051878,115254.0,0,1
2021-05-13,415.9298706054688,431.0759133326598,413.6824052258351,429.7567359051878,115254.0,0,1
2021-05-14,404.5947570800781,420.1805353787961,402.59158273503255,418.86135796637785,75877.0,0,1
2021-05-17,414.6106872558594,425.0663543367832,404.7413543795261,404.7413543795261,126406.0,0,1
2021-05-18,412.6075439453125,419.1056792890182,411.5326574640895,418.1285151825758,69616.0,0,1
2021-05-19,419.8385314941406,427.50927531245446,416.2718886470985,420.08282250860486,161606.0,0,1
2021-05-20,431.3201904296875,438.746642910799,418.2261985875768,421.1576906337514,321668.0,0,1
2021-05-21,435.0334167480469,442.9484211463116,433.9585304036288,437.7694639695855,127579.0,0,1
2021-05-24,437.1831970214844,444.5119275140909,430.6850619488428,435.1311465194185,127654.0,0,1
2021-05-25,437.6717834472656,442.6064799208923,435.9129000396583,440.6032756737318,67853.0,0,1
2021-05-26,430.58734130859375,439.9681223409659,429.0727489289738,437.8183494595562,70777.0,0,1
2021-05-27,432.688232421875,444.3653548288831,426.0435287639209,432.688232421875,150171.0,0,1
2021-05-28,423.3563232421875,436.7434826105472,421.35314887468,434.3005724937429,74522.0,0,1
2021-05-31,441.9712829589844,452.4757963793647,415.2947166196859,425.1640793787839,559460.0,0,1
2021-06-01,435.082275390625,464.1529046839908,424.8708995593056,446.9548121463008,615111.0,0,1
2021-06-02,437.427490234375,441.580437534372,434.8380114114542,435.81517548204175,89905.0,0,1
2021-06-03,430.0498962402344,441.14071396222926,428.1932905444644,441.14071396222926,105432.0,0,1
2021-06-04,432.29736328125,438.7466518787936,427.2161281897609,433.7631093342972,93363.0,0,1
2021-06-07,436.8900451660156,439.6260925304417,433.4699710501432,436.4014631494624,102851.0,0,1
2021-06-08,429.6101684570313,439.38180895336166,425.0663615903736,438.40464490372864,105233.0,0,1
2021-06-09,446.8571166992188,458.3876706025706,429.2193171870226,429.6590529462208,770248.0,0,1
2021-06-10,458.58306884765625,469.038735931058,451.3520609661884,457.1173227978717,472159.0,0,1
2021-06-11,466.009521484375,473.924556117693,461.7588519756783,464.1529157853695,235984.0,0,1
2021-06-14,460.87939453125,469.2341646217608,445.68450626297056,469.03871989353365,174089.0,0,1
2021-06-15,463.1269226074219,470.0159173682264,459.5602498976672,459.5602498976672,120920.0,0,1
2021-06-16,457.5570373535156,468.06155022388464,454.3812543927064,460.39080695440975,90271.0,0,1
2021-06-17,462.7360229492188,472.7519544400735,445.6845282059765,445.6845282059765,197207.0,0,1
2021-06-18,454.43011474609375,464.7392130307485,439.7238082001171,464.1529086556792,104693.0,0,1
2021-06-21,454.1369934082031,461.172586514612,445.34251693553216,453.20867563003793,139845.0,0,1
2021-06-22,449.8374938964844,461.3191719310344,445.293686851203,456.4333514908004,89129.0,0,1
2021-06-23,459.5602111816406,467.96382743441177,449.8374474028939,452.03606637375776,186271.0,0,1
2021-06-24,456.3355712890625,464.15288300279377,453.3552331264736,461.7099730922528,80330.0,0,1
2021-06-25,458.2410888671875,464.15291938582976,456.3356070593316,458.9739618977967,80333.0,0,1
2021-06-28,464.2506713867188,467.0844413218152,457.75253606468345,463.85981170958166,112229.0,0,1
2021-06-29,466.5469970703125,472.9474097994501,464.29950181728674,465.8629702931567,196121.0,0,1
2021-06-30,555.7620239257812,559.8172783744859,500.4545654892266,500.4545654892266,8528422.0,1,0
2021-07-01,532.4566650390625,580.3376990231761,523.2712999692416,570.5171535235546,4405937.0,1,0
2021-07-02,529.03662109375,556.0063240265434,524.2973398405189,532.5543876879898,2020298.0,0,1
2021-07-05,533.7269897460938,542.1305763055765,530.1114710109274,532.5543810155862,479461.0,0,1
2021-07-06,525.2745361328125,537.8799765459344,522.7827796719941,536.4630767101397,300669.0,0,1
2021-07-07,519.46044921875,532.2613356380448,517.3107357565891,525.2745879619183,206899.0,0,1
2021-07-08,520.4864501953125,525.763100230884,513.0599677003216,522.6850692871405,151616.0,0,1
2021-07-09,537.3914184570312,548.9707893952227,509.5910873802118,513.0111617921594,1051741.0,0,1
2021-07-12,549.3616333007812,555.9574905477831,541.8374582907443,544.084923646636,535047.0,0,1
2021-07-13,529.5740356445312,553.9542890927227,527.6685539381499,550.1433256799601,430721.0,0,1
2021-07-14,529.08544921875,549.1661570916042,527.6685495186232,532.4566768800569,692096.0,0,1
2021-07-15,522.9293212890625,538.6127910459114,520.5841039095118,529.7205631530238,378691.0,0,1
2021-07-16,517.89697265625,533.5315982458727,514.47689830852,526.6914495504127,380737.0,0,1
2021-07-19,517.408447265625,536.9517313927496,513.9883725433782,513.9883725433782,622784.0,0,1
2021-07-20,508.9558410644531,527.6685553563171,508.1252755283054,518.8740794337118,510067.0,0,1
2021-07-21,508.9558410644531,527.6685553563171,508.1252755283054,518.8740794337118,510067.0,0,1
2021-07-22,516.0892333984375,535.4859165558215,512.962296409985,513.0111426857778,749352.0,0,1
2021-07-23,508.4184265136719,526.6914055741064,506.7083894825871,520.6329767357058,484013.0,0,1
2021-07-26,501.4317626953125,517.4083712659606,499.57512711940007,512.1805673863901,361905.0,0,1
2021-07-27,507.0992431640625,511.0567452284788,500.4056343298904,506.1220792152509,290398.0,0,1
2021-07-28,532.8963623046875,540.3716907438534,506.4640880944034,511.3987543546608,1984167.0,0,1
2021-07-29,527.3265991210938,541.0557419829022,523.9553712479266,536.9516410782361,435885.0,0,1
2021-07-30,529.3787231445312,535.9257354328763,523.2226004058733,527.66868573705,275930.0,0,1
2021-08-02,539.8831787109375,551.12056614112,526.6914630320277,533.9225014088651,741561.0,0,1
2021-08-03,547.7981567382812,555.9086662760891,540.3717336227949,542.2283692223474,764916.0,0,1
2021-08-04,552.9771118164062,565.7779359052153,548.9218575038941,551.1204764258056,930108.0,0,1
2021-08-05,557.6675415039062,562.7488065490408,547.211874123629,557.374404213898,539348.0,0,1
2021-08-06,551.5114135742188,561.2341481568264,547.3095604469099,557.6675351598045,262379.0,0,1
2021-08-09,552.048828125,560.745552166985,548.6776003088112,551.511399839256,261034.0,0,1
2021-08-10,521.7078857421875,555.9574721639663,508.4672657710933,551.1204984145036,418447.0,1,0
2021-08-11,504.9494934082031,530.4046034988648,500.8453927091248,523.7599002744013,579681.0,0,1
2021-08-12,524.0042114257812,526.691412510016,507.1481318973995,509.1024599586611,402767.0,0,1
2021-08-13,508.3207702636719,530.0626712113125,505.3892780010687,527.6686072685806,463440.0,0,1
2021-08-16,516.8709716796875,526.6914591284856,509.59108707885946,515.9426538401492,1111976.0,0,1
2021-08-17,495.4710083007813,518.8740986917013,490.48749561621815,518.8740986917013,625801.0,0,1
2021-08-18,475.87890625,505.1938286062628,471.9702499358316,495.9107698601129,751569.0,0,1
2021-08-19,475.87890625,505.1938286062628,471.9702499358316,495.9107698601129,751569.0,0,1
2021-08-20,449.4954223632813,476.2208626787988,445.24475316592776,474.70624064582034,629345.0,0,1
2021-08-23,420.0828247070313,463.566625509234,417.249054888552,457.01964417973767,875878.0,0,1
2021-08-24,450.081787109375,457.3127954319837,421.5974597682927,422.3303328378952,610792.0,1,0
2021-08-25,479.9830017089844,483.4030759439854,453.4041271544186,454.2347225756264,926885.0,1,0
2021-08-26,470.748779296875,480.6669884025123,469.0387422158796,480.6669884025123,276827.0,0,1
2021-08-27,467.08441162109375,475.8788879905286,465.1300835389972,470.74877677502496,203230.0,0,1
2021-08-30,469.5273132324219,483.0610409203226,464.2506334703245,470.846490628116,295711.0,0,1
2021-08-31,467.8661193847656,474.4131302265656,465.862945078301,473.6314109412817,165424.0,0,1
2021-09-01,467.4264526367188,475.8789161274122,463.3712275907344,470.4067912098601,182861.0,0,1
2021-09-02,482.96331787109375,486.4322382209047,468.01272026284,468.7944395521644,475467.0,0,1
2021-09-03,477.9797668457031,486.7742428863625,473.9245421910904,482.6212958671623,194524.0,0,1
2021-09-06,476.9537353515625,484.6733246797046,474.70624034874606,481.0578060955567,175577.0,0,1
2021-09-07,471.7747802734375,480.2761192359986,470.4067565998717,478.6149284619461,116730.0,0,1
2021-09-08,485.3789367675781,487.6381302430577,472.4623524615732,477.27537251018106,225196.0,0,1
2021-09-09,481.106201171875,489.1606658938205,473.9357857304586,489.1606658938205,171943.0,0,1
2021-09-10,481.106201171875,489.1606658938205,473.9357857304586,489.1606658938205,171943.0,0,1
2021-09-13,499.4252014160156,505.5642660908319,482.2849208535678,483.6600653455464,765781.0,0,1
2021-09-14,530.857177734375,536.4068558653468,503.20680827175306,504.8766457441461,1495748.0,0,1
2021-09-15,545.3453369140625,548.095625553722,526.4861206035753,530.4151215036019,728304.0,0,1
2021-09-16,536.21044921875,552.4666792831428,532.379649164705,548.9797027965012,388687.0,0,1
2021-09-17,549.323486328125,553.9400747793565,516.6636634932387,536.2104686593498,889925.0,0,1
2021-09-20,525.2583618164062,543.135329739555,522.1151487829181,543.135329739555,303966.0,0,1
2021-09-21,523.3428955078125,528.7943721372262,509.4440911239735,524.4234067008261,216875.0,0,1
2021-09-22,527.2227783203125,534.000328468538,523.3428781615977,523.3428781615977,171754.0,0,1
2021-09-23,541.1708374023438,553.5471677190924,529.4329338362082,532.0359212207624,517448.0,0,1
2021-09-24,527.861328125,548.0465595290668,526.2896916949867,544.1666589057149,179150.0,0,1
2021-09-27,526.8790893554688,536.0140052323441,524.2270015326853,531.3974167929508,114484.0,0,1
2021-09-28,523.6376342773438,535.0808747628605,518.9228446176598,528.4506849424854,140926.0,0,1
2021-09-29,529.8258056640625,536.8488589385088,517.7932401734786,521.5748796326576,190618.0,0,1
2021-09-30,531.2992553710938,544.9033991750945,527.6158164402121,533.0181935388385,156137.0,0,1
2021-10-01,526.0932006835938,532.5760881908636,523.3920125435137,532.5760881908636,132353.0,0,1
2021-10-04,523.3428955078125,534.442310797351,522.5571073367628,526.4861081438061,192731.0,0,1
2021-10-05,529.0399780273438,537.9293910429478,522.5080496216065,524.5216507098143,271597.0,0,1
2021-10-06,556.1010131835938,565.6779532961576,530.5625062167568,530.5625062167568,1648408.0,0,1
2021-10-07,557.8690795898438,574.6164355061146,555.0696302150151,562.8294317008609,720064.0,0,1
2021-10-08,607.2762451171875,612.9241843156085,550.6003910835412,559.6862063157838,3438424.0,1,0
2021-10-11,630.3590698242188,646.3206356748515,615.8708792828752,618.8176299014535,2586236.0,1,0
2021-10-12,625.2023315429688,630.6047083277076,611.1070633671434,625.6934567052177,704180.0,0,1
2021-10-13,623.3360595703125,635.1722244665025,614.0046810740396,629.9662495545065,377371.0,0,1
2021-10-14,618.3265380859375,630.0153401496157,614.6430996144169,623.5815529912545,285218.0,0,1
2021-10-15,618.3265380859375,630.0153401496157,614.6430996144169,623.5815529912545,285218.0,0,1
2021-10-18,617.0987548828125,644.3562008804219,613.120653132981,622.7466941435783,645607.0,0,1
2021-10-19,603.8873901367188,627.6578561470435,600.2530525317374,618.8176046520147,358004.0,0,1
2021-10-20,587.1400756835938,610.9596437895362,575.9915595405,599.1726410154616,465969.0,0,1
2021-10-21,570.3927612304688,596.8152583307832,563.8116722297613,589.3501800311093,389065.0,0,1
2021-10-22,560.32470703125,586.1087779311069,546.0820773913291,573.2904232455384,340161.0,0,1
2021-10-25,547.899169921875,580.50988976359,532.2322666595542,561.454211195031,352045.0,0,1
2021-10-26,555.6099243164062,559.6862272234174,545.492697934638,550.0601859594868,185720.0,0,1
2021-10-27,562.0436401367188,577.9069466937116,545.1489227913823,545.1489227913823,371825.0,0,1
2021-10-28,555.560791015625,577.0229977923486,553.4980891980933,564.9904306358683,224934.0,0,1
2021-10-29,555.4134521484375,559.8335785622872,536.8979977548971,556.9359281450699,212150.0,0,1
2021-11-01,563.5169677734375,569.999795297283,556.935879255718,556.935879255718,197833.0,0,1
2021-11-02,568.1336059570312,580.9028600470936,561.8471799627415,561.8471799627415,290520.0,0,1
2021-11-03,560.8648681640625,581.4921225098511,547.3098272986175,572.3572075756466,598968.0,0,1
2021-11-04,528.548828125,539.9920673575893,522.557125664825,535.326378735582,533420.0,1,0
2021-11-05,528.548828125,539.9920673575893,522.557125664825,535.326378735582,533420.0,0,1
2021-11-08,514.0115356445312,535.22817667755,509.7878716271894,528.5488271225388,609262.0,0,1
2021-11-09,514.7482299804688,522.5571314349406,510.0825413069425,515.1902545820044,224370.0,0,1
2021-11-10,517.744140625,524.5216920877544,512.7346877711757,514.7482890182304,184336.0,0,1
2021-11-11,518.1861572265625,523.4903330673376,512.9802423913147,520.3962205015849,120453.0,0,1
2021-11-12,512.5382080078125,523.9323477580789,508.0689810158201,522.5571733212495,168853.0,0,1
2021-11-15,506.0553588867188,519.4630393075942,502.9612465078554,517.1056745943741,109808.0,0,1
2021-11-16,504.2381896972656,512.734679146604,503.74706452566926,507.8234274306404,129502.0,0,1
2021-11-17,504.7292785644531,507.8233909036768,503.0103405875065,503.0103405875065,108134.0,0,1
2021-11-18,499.7689208984375,508.9038363370594,496.0363818963101,504.72927272704095,141717.0,0,1
2021-11-19,499.7689208984375,508.9038363370594,496.0363818963101,504.72927272704095,141717.0,0,1
2021-11-22,477.8647766113281,500.94765893479416,473.4446502089624,493.13875696692094,231899.0,0,1
2021-11-23,490.5357971191406,495.0541545246649,474.96712376440513,479.33814961912,130726.0,0,1
2021-11-24,495.9381408691406,512.7346259916325,491.1251206816403,496.0363718884567,401900.0,0,1
2021-11-25,510.328125,512.7346501952995,492.205625176913,499.8671654308506,188008.0,0,1
2021-11-26,490.0446472167969,512.2435090199356,487.1961274667076,500.9476310645583,183764.0,0,1
2021-11-29,483.6109619140625,487.0979386380556,456.7464090632278,482.1866869276983,178978.0,0,1
2021-11-30,480.3695068359375,500.6038694159694,476.4896360588487,488.8659960816567,136097.0,0,1
2021-12-01,484.8878479003906,491.22337423821625,479.0925772056408,487.1961420686782,65907.0,0,1
2021-12-02,493.5317077636719,498.6885221786582,484.8878865682487,498.6885221786582,71805.0,0,1
2021-12-03,507.2341003417969,519.9541943030421,495.692628853032,496.92044177993233,521251.0,0,1
2021-12-06,503.7962341308594,514.109862921221,501.9299344642627,512.2926637823127,89214.0,0,1
2021-12-07,518.4317016601562,532.3796680533914,506.1044722592433,509.8370114471172,379570.0,0,1
2021-12-08,540.6796875,545.1489143570718,521.0346815772226,521.7222687748799,480921.0,0,1
2021-12-09,533.50927734375,546.1311697870652,530.0714012749465,540.8269941573338,153258.0,0,1
2021-12-10,534.147705078125,540.2376689732748,526.6335261989409,533.5092783495099,176118.0,0,1
2021-12-13,529.97314453125,542.2021729217475,528.0086439047219,536.9471577265055,76658.0,0,1
2021-12-14,531.9376831054688,534.3442085350041,524.52170470164,525.5039550849765,66297.0,0,1
2021-12-15,534.3932495117188,546.1311522748932,527.7630601630577,532.3796484406333,243506.0,0,1
2021-12-16,526.8790893554688,541.2690204010548,520.641763926652,538.5678320532164,125211.0,0,1
2021-12-17,511.7033081054688,525.7003749442063,510.37723422335,523.0482871317695,144439.0,0,1
2021-12-20,485.8209838867188,508.756533419641,481.7446513088094,501.9298821321804,186727.0,0,1
2021-12-21,493.7281188964844,502.8139343848916,488.473073672874,502.8139343848916,71902.0,0,1
2021-12-22,497.509765625,504.87664270730505,494.0718896532576,495.00503940737616,55266.0,0,1
2021-12-23,505.1221923828125,509.29675595622416,500.898528287132,500.898528287132,51489.0,0,1
2021-12-24,493.2369995117188,508.3145481426272,489.1606666184123,508.3145481426272,48946.0,0,1
2021-12-27,499.9163208007813,505.8589233468251,481.4008959607706,492.5003127739423,83004.0,0,1
2021-12-28,504.5328979492188,507.4796488922841,499.965410006747,504.58199847457627,56210.0,0,1
2021-12-29,499.9163208007813,509.39500057784886,498.786708932975,504.53290937314193,82519.0,0,1
2021-12-30,495.7908630371094,503.1086401183596,490.8305107712296,499.9654270151336,51216.0,0,1
2021-12-31,503.5506591796875,513.864287716875,497.9026897667549,497.9026897667549,78200.0,0,1
2022-01-03,510.328125,515.6323005344644,504.2873217015376,507.8233987566473,88639.0,0,1
2022-01-04,512.0469970703125,518.0878595427291,506.0061945496879,510.7700838510433,103253.0,0,1
2022-01-05,514.404541015625,524.5708085670994,510.7211020546841,519.0702303661501,144076.0,0,1
2022-01-06,511.801513671875,515.6814143991431,508.75656168185776,515.6814143991431,59253.0,0,1
2022-01-07,507.5778198242188,516.663634692867,503.4032562359209,515.5831833919092,87908.0,0,1
2022-01-10,505.5642395019531,512.7837551991234,502.764820162285,507.5778406190319,87880.0,0,1
2022-01-11,503.6979370117188,513.7169019658486,500.456523043212,506.35002478660607,75019.0,0,1
2022-01-12,502.1754455566406,509.73878455098287,499.4742573409325,507.3322594229924,81216.0,0,1
2022-01-13,526.92822265625,530.4151994772674,502.1264008288408,504.5820267523466,560450.0,0,1
2022-01-14,528.6962280273438,534.344167295634,521.5749132977604,524.5216642203466,303578.0,0,1
2022-01-17,535.03173828125,539.7465276240943,525.7003606426168,531.8394248785597,234078.0,0,1
2022-01-18,522.21337890625,546.7204751287517,515.7795916901093,539.1571960274113,561886.0,0,1
2022-01-19,524.91455078125,530.5133291722883,515.4358120108136,520.690826799524,117531.0,0,1
2022-01-20,523.146484375,528.3032984359604,520.1997334830227,524.0305336233134,68659.0,0,1
2022-01-21,515.7796020507812,527.4684044542299,510.8683506126599,521.4767016804418,114832.0,0,1
2022-01-24,494.6120910644531,518.382558608236,491.1251147401573,512.8328208309537,145163.0,0,1
2022-01-25,508.65826416015625,511.7523764051287,481.3026188839023,489.1606208248639,95666.0,0,1
2022-01-26,508.65826416015625,511.7523764051287,481.3026188839023,489.1606208248639,95666.0,0,1
2022-01-27,500.55474853515625,508.265419226056,496.4292853700164,504.5819806771453,87646.0,0,1
2022-01-28,500.6038513183594,511.8505990862582,499.0813753682975,505.5151327149748,163445.0,0,1
2022-01-31,498.8357849121094,509.7878689728986,496.96951547174274,503.79616655528434,64737.0,0,1
2022-02-01,498.93402099609375,503.59970963233206,496.0363708000706,501.34051609661446,91146.0,0,1
2022-02-02,508.90380859375,520.3961480134109,501.7825245643109,501.8316250843336,250828.0,0,1
2022-02-03,511.801513671875,522.5571665911317,510.8192633587338,514.6991640860019,149516.0,0,1
2022-02-04,506.3991394042969,519.2174940625648,504.92576392744303,514.2080414219824,247190.0,0,1
2022-02-07,502.6665954589844,515.6814120487871,498.19736854492174,506.3991346415487,78116.0,0,1
2022-02-08,499.8671875,512.7346728325488,493.08966621061205,502.421044356032,148821.0,0,1
2022-02-09,508.4619445800781,510.27908384306994,500.0636856573692,502.3719800972682,50136.0,0,1
2022-02-10,508.90380859375,518.2843460380776,506.0062184426697,513.4712960399597,139946.0,0,1
2022-02-11,500.4074401855469,508.70746742421295,499.4742903862054,506.0553795556957,135522.0,0,1
2022-02-14,541.7109375,579.5275668631006,518.6771603521172,537.0452494616953,2962227.0,1,0
2022-02-15,541.26904296875,568.7229522208967,535.8175655207239,550.0601955849778,932278.0,0,1
