Date,Close,High,Low,Open,Volume,is_outlier,data_quality,return_1d,return_3d,return_7d,return_14d,return_30d,log_return_1d,momentum_7d,momentum_30d,sma_20,dist_from_sma_20,sma_50,dist_from_sma_50,sma_100,dist_from_sma_100,sma_200,dist_from_sma_200,ema_12,ema_26,golden_cross,above_sma_200,above_sma_50,rsi_14,rsi_overbought,rsi_oversold,macd_line,macd_signal,macd_histogram,macd_bullish_cross,bb_upper,bb_lower,bb_middle,bb_bandwidth,bb_pct_b,atr_14,natr_14,adx_14,di_plus,di_minus,adx_strong_trend,stoch_k,stoch_d,volume_ma_7d,volume_ma_30d,volume_ratio_7_30,volume_spike,obv,vwap_20d,vpt,vol_7d,vol_30d,vol_60d,vol_ratio_30_60,parkinson_vol_30d,price_to_high_6mo,price_to_low_6mo,price_to_high_1yr,price_to_low_1yr,day_range_pct,gap_pct,target_3d,target_5d,target_7d,target_10d,target_14d,n50_close,n50_return_1d,n50_return_7d,n50_vol_30d,corr_n50_30d,beta_n50_30d
2021-12-22,497.509765625,504.87664270730505,494.0718896532576,495.00503940737616,55266.0,0,1,0.00765937078278589,-0.02773783607735314,-0.06125476213509495,0.008060389634039433,-0.03908180394967653,0.007630186728655534,0.23333333333333334,0.4666666666666667,509.62584228515624,-0.023774455011598104,529.0056268310547,-0.05953785670433577,522.3042984008789,-0.04747143159991498,480.9104804992676,0.03451637217076142,509.8736232431235,513.6178114574051,1,1,0,42.94468605022955,0,0,-3.7441882142815643,-2.0176679334116305,-1.7265202808699338,0,550.2379912601564,469.0136933101561,509.62584228515624,0.1593802574567088,0.35083186969969743,18.963321947458294,0.03811648184158856,19.15936895354111,19.24548995991651,25.755934674647605,0,24.485116898368528,17.71116629024493,127621.14285714286,175986.86666666667,0.7251742432511603,0,20746435.0,514.02544810682,2513220.523232603,0.3851420138376668,0.348332758075969,0.3787926263040304,0.9195869557301958,0.35217415670054,0.7697568948971101,1.1923568425047382,0.7697568948971101,1.5083288497779466,0.021717670286278547,0.0025862827374421938,1.0,1.0,1.0,1.0,1.0,1654.4066162109375,0.02320255348807998,-0.035736293362041094,0.33402384350083414,0.6069,0.6298338357040232
2021-12-23,505.1221923828125,509.29675595622416,500.898528287132,500.898528287132,51489.0,0,1,0.015301059966630781,0.03972905480878586,-0.05041096273929413,-0.004163576458209861,-0.025210949118500192,0.01518517931802478,0.26666666666666666,0.5444444444444444,509.36554565429685,-0.008330664112810427,526.7415399169922,-0.041043559119310506,521.778844909668,-0.031922820730187255,481.4978865051269,0.04906419433978974,509.14263387999875,512.9885063407686,1,1,0,46.450663671893956,0,0,-3.84587246076984,-2.3833088388832726,-1.4625636218865674,0,550.0254473691875,468.70564393940623,509.36554565429685,0.159649203059707,0.447818943326044,18.450726832013,0.03652725441536315,18.510932339624066,20.07846109732829,24.580661760137282,0,36.30813037654458,26.46833746474151,125505.71428571429,173688.06666666668,0.7225926149928221,0,20797924.0,514.3784383031019,2514008.359509225,0.4066504485810058,0.35157448931327234,0.38017893051893326,0.9247605826903225,0.3515935934328834,0.7815349913056582,1.2106011660535254,0.7815349913056582,1.5314078799577981,0.016626130856526387,0.006811449535819398,0.0,0.0,1.0,1.0,0.0,1672.4664306640625,0.010916188484840106,-0.02552185776142457,0.33513352842104105,0.6113,0.6381986708417835
2021-12-24,493.2369995117188,508.3145481426272,489.1606666184123,508.3145481426272,48946.0,0,1,-0.02352934210834745,-0.0009947162536807497,-0.07701491371308467,-0.020959336143822505,-0.03765808713289043,-0.023810577358896176,0.15555555555555556,0.4888888888888889,509.525163269043,-0.03196733926313193,524.2397491455079,-0.05913849471415022,521.1961007690429,-0.05364411056811339,482.05762435913084,0.023190951844087794,506.6956132079557,511.525431760839,1,1,0,42.10084055463167,0,0,-4.829818552883296,-2.872610781683277,-1.9572077712000189,0,549.8896981559928,469.1606283820931,509.525163269043,0.15843980944131045,0.29823669710374606,18.50095216717028,0.03750925454798675,18.543100579205937,18.59367085683609,27.294696141331837,0,17.848997700955852,26.214081658623016,97711.42857142857,169691.16666666666,0.5758191807554032,0,20748978.0,515.1099056668884,2512856.6923303897,0.4071880921004705,0.3567205459255064,0.3826605062390921,0.9322115559597938,0.3538697556522582,0.763145987125583,1.1821165170606878,0.763145987125583,1.495374860042852,0.038833018494509416,0.006319967342466961,1.0,1.0,1.0,1.0,1.0,1694.41748046875,0.013124956891344963,0.0017105477281640358,0.32980258283481667,0.6085,0.654933027008421
2021-12-27,499.9163208007813,505.8589233468251,481.4008959607706,492.5003127739423,83004.0,0,1,0.01354180910125291,0.004837201884385189,-0.051174489744261864,-0.03571421423513221,-0.012131159127418134,0.013450938255668038,0.25555555555555554,0.6111111111111112,510.3404312133789,-0.020425797712741212,521.8961004638672,-0.042115240262477635,520.6747756958008,-0.03986837055295996,482.6341471862793,0.03580802086892483,505.6526451453135,510.66549761564954,1,1,0,45.206267674464094,0,0,-5.012852470336043,-3.3006591194138304,-1.7121933509222123,0,549.1290493196744,471.5518131070834,510.3404312133789,0.15201075883434204,0.36562926289315617,18.926457539947727,0.03785925114353288,18.953216781389067,16.87738669270871,27.703808396025472,0,28.60396495416865,27.587031010556387,91681.85714285714,168797.7,0.5431463648074419,0,20831982.0,516.7902064849654,2513980.7166530304,0.4323873291631025,0.35748759870096014,0.38370723935832446,0.9316675893287508,0.35987090397566485,0.7734803643996249,1.1981245132701617,0.7734803643996249,1.5156249409323652,0.048924242655004585,-0.0014935755803108437,0.0,1.0,1.0,1.0,1.0,1726.3460693359375,0.018843401484712308,0.016538796304262915,0.32553236632038135,0.6589,0.7198743902150828
2021-12-28,504.5328979492188,507.4796488922841,499.965410006747,504.58199847457627,56210.0,0,1,0.009234699801443869,-0.001166637384934166,-0.014012827438614206,-0.06685435089658553,0.0005844623790398629,0.009192320667155335,0.45555555555555555,0.6333333333333333,511.548600769043,-0.013714635929561805,519.9090106201172,-0.029574622398943762,520.503025817871,-0.03068210380440774,483.235707244873,0.04407205507591707,505.48037634591435,510.2112309736917,1,1,0,47.30981018034689,0,0,-4.730854627777376,-3.58669822108654,-1.1441564066908358,0,547.8308942914022,475.26630724668377,511.548600769043,0.1418527720252338,0.4033178151279124,18.114805436487377,0.03590411152596561,19.204778777108757,17.01312152725161,26.877597904368645,0,35.73598661195771,27.39631642236077,79077.71428571429,166354.63333333333,0.4753562476811945,0,20888192.0,517.9006890993426,2514499.7991288695,0.4123039596249725,0.35841630761881677,0.38351089908273556,0.9345661582918793,0.3594910417165865,0.7806232233671668,1.2091888334749625,0.7806232233671668,1.5296212822734565,0.014893456732118622,0.009332917289680269,0.0,1.0,1.0,0.0,1.0,1747.0999755859375,0.012021868974384287,0.06424362020502694,0.3207898565023754,0.669,0.743538700268734
2021-12-29,499.9163208007813,509.39500057784886,498.786708932975,504.53290937314193,82519.0,0,1,-0.009150200447190948,0.01354180910125291,0.029013437833202316,-0.06296602134122609,-0.009535721362075145,-0.00919232066715526,0.6777777777777778,0.6,512.3000244140625,-0.024172756242682,518.1645355224609,-0.035217027547591824,520.4526940917968,-0.03945867419680098,483.86621826171876,0.03317053750254001,504.6243678005093,509.4486450349576,1,1,0,45.43152136680831,0,0,-4.8242772344483456,-3.8342140237589013,-0.9900632106894443,0,546.838010684722,477.762038143403,512.3000244140625,0.1348349975589478,0.3207234272977674,17.578625879943555,0.035163136606113546,19.279208271558193,17.058042207307732,25.71902612833584,0,28.603972692706744,30.981308086277732,64190.857142857145,165500.8,0.3878582891614853,0,20805673.0,518.1881161588137,2513744.7337381677,0.23807147505294624,0.35939085616089766,0.3690051524138065,0.9739453604102328,0.3609721480150142,0.7734803643996249,1.1981245132701617,0.7734803643996249,1.5156249409323652,0.02122013465749865,2.264257330497286e-08,1.0,1.0,1.0,1.0,1.0,1714.2232666015625,-0.01881787501791299,0.08056867041791316,0.32572312603434506,0.6707,0.736230478077112
2021-12-30,495.7908630371094,503.1086401183596,490.8305107712296,499.9654270151336,51216.0,0,1,-0.008252296618489363,-0.008252296618489363,0.004177894800148962,-0.07180942963221293,-0.007959794406936616,-0.008286535313584635,0.5222222222222223,0.6,512.4129821777344,-0.03243891103223363,516.6724975585937,-0.04041561070147,520.1705606079101,-0.04686866081446216,484.50590545654296,0.02329168221372402,503.26536706767854,508.43695747956144,1,1,0,43.75958000230986,0,0,-5.171590411882903,-4.101689301383702,-1.0699011104992007,0,546.7064275069629,478.1195368485059,512.4129821777344,0.1338508059787351,0.257648743352452,17.200018984742584,0.03469208544784171,19.777071670401572,16.18827220125669,27.711707843705113,0,22.230665991043256,28.856875098569265,61235.71428571428,162484.1,0.37687204031480176,0,20754457.0,518.4257526777775,2513322.0841145553,0.23112376457267947,0.3590528614799515,0.3690960690924873,0.9727897193886961,0.36078151955626686,0.767097375004022,1.188237234400773,0.767097375004022,1.503117554357411,0.02476473501733521,9.822886813069242e-05,1.0,1.0,1.0,1.0,1.0,1692.62158203125,-0.01260144170901245,0.04683740251833668,0.3264289339223734,0.67,0.733158586285272
2021-12-31,503.5506591796875,513.864287716875,497.9026897667549,497.9026897667549,78200.0,0,1,0.015651349633680756,-0.0019468279938212874,0.012142261262145349,-0.04985627219834432,0.007566973701468971,0.015530130454119951,0.5666666666666667,0.6555555555555556,512.2288101196289,-0.016941942289256662,515.5370166015625,-0.023250236231123617,520.1228594970703,-0.031862087994761826,485.17950576782226,0.03786465255326874,503.3092581618338,508.0750094573486,1,1,0,47.66124518955851,0,0,-4.765751295514804,-4.234501700209923,-0.5312495953048808,0,546.6785704259315,477.7790498133262,512.2288101196289,0.1345092647102652,0.37404627981760336,17.262405105815656,0.03428136730857843,19.34884993561312,19.428125498999066,25.63930392237279,0,34.21856250874191,28.351067064164,64512.0,160366.86666666667,0.4022776109612002,0,20832657.0,520.1243156622862,2514546.019655909,0.24562785231952775,0.36196244261819543,0.3240340761928004,1.117050548729411,0.36220555819261546,0.7791034842232886,1.2068347508041375,0.7791034842232886,1.526643372741182,0.03169809761767048,0.00425951119128929,1.0,1.0,1.0,1.0,1.0,1705.6424560546875,0.007692725982975768,0.030969315125863428,0.3271164447817642,0.6714,0.7390899319213265
2022-01-03,510.328125,515.6323005344644,504.2873217015376,507.8233987566473,88639.0,0,1,0.013459352493656596,0.020827093987531242,0.010306283698662266,-0.04062422872414584,0.06793417296599791,0.013369580031307754,0.5444444444444444,0.7666666666666667,512.5554046630859,-0.004345441766534445,514.785595703125,-0.008658887778389903,520.0574310302734,-0.01870813769740564,485.8869934082031,0.050302090657659164,504.389083829244,508.2419069049524,1,1,0,50.86731967179353,0,0,-3.852823075708386,-4.158165975309616,0.3053428996012295,1,546.7917485890166,478.3190607371553,512.5554046630859,0.13359080253357175,0.46747199893913,16.892350552170033,0.03310095941149634,18.81157964123591,19.183203301240848,24.329476589498228,0,44.68888381787261,33.712704105885955,69819.14285714286,155591.53333333333,0.4487335612765317,0,20921296.0,520.2411254344906,2515739.043201594,0.24165837035637383,0.3374621330058888,0.31486210609325077,1.0717775384057957,0.3507597855955121,0.7895897126464858,1.2230779651168044,0.7895897126464858,1.54719100402701,0.02223075366055283,0.008485222884863914,1.0,0.0,0.0,1.0,1.0,1713.3251953125,0.00450430817463543,0.02443024499583779,0.32633303046067913,0.6936,0.7147892446258519
2022-01-04,512.0469970703125,518.0878595427291,506.0061945496879,510.7700838510433,103253.0,0,1,0.0033681703713910327,0.03278828886361773,0.038135820259256104,-0.041816120360472886,0.043852457002128364,0.003362510790294005,0.7222222222222222,0.7111111111111111,512.2361694335938,-0.0003693069224112981,513.9143371582031,-0.0036335629362209913,520.2231909179687,-0.015716703888630557,486.6213973999023,0.05224924305890229,505.5672243278699,508.5237654357198,1,1,0,51.67581160729677,0,0,-2.956541107849887,-3.9178410018176697,0.9612998939677828,0,546.3606900354843,478.1116488317033,512.2361694335938,0.1332374503722521,0.49722820482244673,16.548730155089405,0.03231877200681443,18.112561210577653,19.24272821825101,23.06075349604876,0,51.189345575891586,43.3655973008354,77577.28571428571,154675.76666666666,0.5015477691568085,0,21024549.0,520.0908129112421,2516086.8168969513,0.16519172475657526,0.3297653849592723,0.3150188323583575,1.0468116540541916,0.3457182615346578,0.7922491853221768,1.227197500080812,0.7922491853221768,1.5524022069256564,0.023594836142320358,0.0008660287947941256,0.0,0.0,1.0,1.0,0.0,1715.1712646484375,0.0010774774928823394,0.01224832983542301,0.32174726314870405,0.683,0.6973252686941056
2022-01-05,514.404541015625,524.5708085670994,510.7211020546841,519.0702303661501,144076.0,0,1,0.004604155397456067,0.021554696906998627,0.02898129069208233,-0.023676301815476974,0.037235289292575136,0.004593588695405893,0.6777777777777778,0.6888888888888889,510.922412109375,0.006815377097813786,512.9615551757812,0.0028130487076157566,520.608447265625,-0.011916645384039814,487.3463360595703,0.05552151099530837,506.92681151060145,508.95937844163865,1,1,1,52.82248883290125,0,0,-2.032566931037195,-3.540786187661575,1.50821925662438,0,542.353013202651,479.49181101609895,510.922412109375,0.12303473227378241,0.5553939279735084,16.35594275204126,0.031795875518028226,16.94562337881193,20.910050391097837,21.665958288680866,0,74.50120365342228,56.79314434906218,86301.85714285714,146081.63333333333,0.5907782872740138,0,21168625.0,516.268577111239,2516750.165189995,0.15518659002448748,0.32868297214284203,0.3154366542246571,1.0419935912354394,0.34069454498895396,0.7958968236849081,1.2328477080745537,0.7958968236849081,1.559549707925696,0.026923764096387873,0.013715993524073326,0.0,0.0,1.0,1.0,0.0,1711.629150390625,-0.0020651665118343043,-0.008524894982947173,0.3112572167316613,0.6854,0.721006666566981
2022-01-06,511.801513671875,515.6814143991431,508.75656168185776,515.6814143991431,59253.0,0,1,-0.005060272871251659,0.002887139860996202,0.014406623933148843,0.0001919189593864168,0.002887139860996202,-0.005073119408330789,0.6,0.6,509.83702392578124,0.0038531720018429635,512.0863696289063,-0.0005562654542781156,520.9676733398437,-0.017594488366631026,488.01159957885744,0.048748665223424394,507.6767656892589,509.1699069772117,1,1,0,51.3729990624494,0,0,-1.4931412879528239,-3.131257207719825,1.6381159197670012,0,539.4289422478743,480.2451056036882,509.83702392578124,0.11608383437606454,0.5331930110902457,15.68229346384441,0.030641358114268113,16.011058541426436,20.250530333364285,21.877390861445136,0,70.42084608400985,65.37046510444127,86736.57142857143,141789.8,0.611726453021102,0,21109372.0,514.5827941585068,2516450.3288415545,0.1590109655387756,0.318640449663159,0.3152989061105487,1.010598018222869,0.3340178458743207,0.7918693685797,1.2266091622629993,0.7918693685797,1.5516579608473113,0.013530348254743578,0.002482235831350003,0.0,1.0,1.0,1.0,0.0,1709.2841796875,-0.0013700226492343592,-0.02164489521314028,0.31089027050873125,0.6959,0.7099856986307287
2022-01-07,507.5778198242188,516.663634692867,503.4032562359209,515.5831833919092,87908.0,0,1,-0.008252601320683284,-0.008728060650026626,0.015325562908538481,0.044783648008446475,0.03577872487129774,-0.008286842551241642,0.6222222222222222,0.6666666666666666,508.50852966308594,-0.0018302737998982547,511.12965698242186,-0.006948994466829005,521.5484973144531,-0.026786919264789086,488.65574462890623,0.03872271103593048,507.6615432484835,509.0519745955085,1,1,0,49.022344789422974,0,0,-1.3904313470250145,-2.783092035580863,1.3926606885558486,0,535.8014228478389,481.2156364783329,508.50852966308594,0.10734487857199175,0.4829495936439044,15.50929953478025,0.030555510759219806,15.54615814157684,19.01380829180054,23.006796487545486,0,60.63696283603454,68.51967085782225,87506.42857142857,138594.6,0.631384112883392,0,21021464.0,512.5698969589289,2515724.8591646557,0.15639505144634142,0.2957689886873426,0.3154025065280893,0.9377509137233245,0.3255786350957133,0.7853343863827507,1.2164864458705456,0.7853343863827507,1.538852746310374,0.02612481857764869,0.0073889381313137015,0.0,1.0,1.0,1.0,0.0,1695.3154296875,-0.008172280634197282,-0.011029973331039389,0.2698344178681924,0.6354,0.6946779487757209
2022-01-10,505.5642395019531,512.7837551991234,502.764820162285,507.5778406190319,87880.0,0,1,-0.0039670376514147065,-0.017185504420738296,0.019712699836729852,0.023972952223023647,0.04539449953947017,-0.003974927217661956,0.6444444444444445,0.7222222222222222,507.28808441162107,-0.003398157699026876,509.97060241699216,-0.008640425338549319,522.4033114624024,-0.03223385378877171,489.3257325744629,0.03318547512728474,507.33888113363264,508.79362384783775,1,1,0,47.897157568070995,0,0,-1.4547427142051106,-2.5174221713057126,1.062679457100602,0,532.6545936553215,481.92157516792065,507.28808441162107,0.10000829912305868,0.46602124294859276,15.117130642070123,0.029901503035425277,15.162811736297856,18.113703094265308,22.219326601338157,0,55.97264873230275,62.34348588411574,92744.14285714286,135558.0,0.6841657656290507,0,20933584.0,511.48293132157585,2515376.2358958493,0.1460840685858139,0.2930630938030304,0.31539376734563074,0.9291974799294977,0.30763704102049594,0.7822189353030196,1.2116605983373414,0.7822189353030196,1.5327480595257779,0.019817333296176996,4.0968719077935774e-08,1.0,1.0,1.0,0.0,0.0,1748.6964111328125,0.0314873447799342,0.03312898151414867,0.2838897444007073,0.5862,0.6035295887996649
2022-01-11,503.6979370117188,513.7169019658486,500.456523043212,506.35002478660607,75019.0,0,1,-0.0036915239338780603,-0.015833436290599856,0.0002924786798437218,0.012438291294533332,0.048563511721298136,-0.003698354423480554,0.4777777777777778,0.7333333333333333,505.87609710693357,-0.004305718549802005,508.68188903808596,-0.009797777616560654,522.9394729614257,-0.036794958010611424,489.99274078369143,0.027970202591384042,506.7787358841074,508.4161655636808,1,1,0,46.824402159654326,0,0,-1.6374296795734153,-2.3414236729592535,0.7039939933858381,0,528.4562294447321,483.29596476913497,505.87609710693357,0.08927139458429686,0.4517682167971941,14.984505519253446,0.02974899124692032,14.988398669486276,16.968736732591292,21.915169664264162,0,51.64949314184944,56.08636823672894,92289.71428571429,133522.06666666668,0.6911944713686348,0,20858565.0,510.6204813411175,2515099.3014618536,0.11862183931161178,0.2924573808979219,0.31307762799214955,0.9341369511885254,0.2988784525089707,0.7793313553818159,1.207187724238842,0.7793313553818159,1.5270898833794333,0.026326053668804503,0.0015542738652303545,1.0,1.0,1.0,1.0,0.0,1839.7930908203125,0.05209405080695917,0.07865108791670683,0.3187512567293438,0.4951,0.4530735040488788
