Date,Open,High,Low,Close,Volume,is_outlier,data_quality,return_1d,return_3d,return_7d,return_14d,return_30d,log_return_1d,momentum_7d,momentum_30d,sma_20,dist_from_sma_20,sma_50,dist_from_sma_50,sma_100,dist_from_sma_100,sma_200,dist_from_sma_200,ema_12,ema_26,golden_cross,above_sma_200,above_sma_50,rsi_14,rsi_overbought,rsi_oversold,macd_line,macd_signal,macd_histogram,macd_bullish_cross,bb_upper,bb_lower,bb_middle,bb_bandwidth,bb_pct_b,atr_14,natr_14,adx_14,di_plus,di_minus,adx_strong_trend,stoch_k,stoch_d,volume_ma_7d,volume_ma_30d,volume_ratio_7_30,volume_spike,obv,vwap_20d,vpt,vol_7d,vol_30d,vol_60d,vol_ratio_30_60,parkinson_vol_30d,price_to_high_6mo,price_to_low_6mo,price_to_high_1yr,price_to_low_1yr,day_range_pct,gap_pct,target_3d,target_5d,target_7d,target_10d,target_14d,n50_close,n50_return_1d,n50_return_7d,n50_vol_30d,corr_n50_30d,beta_n50_30d
2021-01-28,689.5321743073781,698.090860013323,682.9560026830452,688.033203125,187942.0,0,1,-0.0075329948201746655,-0.014543968733220947,-0.006632183051142548,-0.05849274797767057,,-0.007561511124700106,,,703.9465911865234,-0.022605959401978057,,,,,,,697.3369577651592,701.2050589097842,0,0,0,54.33663862861024,0,0,-3.868101144624916,-2.3684985725286296,-1.4996025720962862,0,728.6614609366189,679.2317214364278,703.9465911865234,0.0702180252295501,0.1780604506025796,20.929693005689977,0.030419597354646163,61.89385006487984,25.171684027251334,12.652195873799947,1,15.528989966572398,23.140472604581333,353369.28571428574,,,0,-763933.0,708.772539776595,-2613.8920831872856,0.0761038541572078,,,,,,,,,0.02199727754639789,-0.005370774401932137,1.0,1.0,1.0,1.0,1.0,510.3815002441406,-0.0018524973112856724,-0.034427394621858065,,,
2021-01-29,692.7718936404048,700.1217811830476,689.3870933188048,694.5126953125,156264.0,0,1,0.009417412063938979,-0.005263523215887633,0.0002089391315569511,-0.035846110176708135,,0.009373344689987306,,,703.4533782958985,-0.012709702247869053,,,,,,,696.9024558493654,700.7093282729483,0,0,0,58.306651496348415,0,0,-3.8068724235828313,-2.65617334273947,-1.1506990808433613,0,728.523241680088,678.383514911709,703.4533782958985,0.0712765455613298,0.3216846488872976,20.298184795144092,0.02922651368670922,59.92958307005411,24.81557283777166,12.113980761147793,1,28.228608089997515,22.462880660257895,352370.0,,,0,-607669.0,708.5165190614017,-1142.289604427925,0.0973790382776919,,,,,,,,,0.015456431447106473,0.006887299179577301,1.0,1.0,1.0,1.0,1.0,505.1964416503906,-0.010159182084910512,-0.07334247847015507,,,
2021-02-01,697.945826196015,747.5573153998394,684.2131961777314,738.2733154296875,516101.0,1,0,0.0630091003556057,0.06493684176977932,0.05756046262122716,0.028910343654304116,,0.06110366033502423,,,704.8459838867187,0.04742501526169033,,,,,,,703.2672034771074,703.4918458401141,0,0,0,74.45793916038356,1,0,-0.2246423630067511,-2.1698671467929262,1.9452247837861751,1,734.262972045908,675.4289957275295,704.8459838867187,0.08347068389884475,1.0681637318218582,23.37289439707008,0.03165886387681053,59.63987892525104,34.50821925911411,9.768927834966469,1,86.64816931695297,43.46858912450762,401186.14285714284,,,0,-91568.0,709.5484008946567,31376.77009820053,0.38249581061114263,,,,,,,,,0.08580036403623847,0.0049432226461608945,1.0,1.0,1.0,1.0,1.0,535.6588134765625,0.06029807281828137,0.0005587520163696791,,,
2021-02-02,744.4626705651983,756.2611296618451,723.3802109808953,751.8609008789062,490101.0,0,1,0.018404546345157424,0.09276833946967278,0.07799507176809906,0.06085836897304486,,0.018237232454902552,,,707.0968780517578,0.06330677480925297,,,,,,,710.743156923538,707.0747388059506,0,0,0,77.38708162818942,1,0,3.6684181175874073,-1.0022100939168597,4.670628211504267,0,743.2705525419271,670.9232035615885,707.0968780517578,0.1023160350809002,1.1187375689372343,24.052038988775774,0.03199001166393884,59.5623896143176,33.72337185503903,8.815010129719415,1,94.37579521989842,69.75085754228297,438970.14285714284,,,0,398533.0,711.9741633637008,40396.85666650853,0.38103503961185464,,,,,,,,,0.04373271524362129,0.008383555258134332,1.0,1.0,1.0,1.0,1.0,562.581298828125,0.05026051037381185,0.07099461338277901,,,
2021-02-03,754.3269235343993,794.9445271093284,754.3269235343993,781.5987548828125,959485.0,0,1,0.039552334705985404,0.1253916021378525,0.11946807731303477,0.11761049086678188,,0.03879017308611535,,,710.2060577392579,0.10052392029830512,,,,,,,721.6440181480417,712.5950362931255,0,0,0,82.1986749279402,1,0,9.048981854916178,1.0080282958497477,8.04095355906643,0,759.2409315500144,661.1711839285014,710.2060577392579,0.138086329386841,1.2279787995283231,25.411438077464805,0.03251212712240671,60.15742795314609,40.51281893437924,7.7474857886600885,1,88.58562529840815,89.86986327841983,467859.0,,,0,1358018.0,720.1345420963222,78346.72853188094,0.40714344869571567,,,,,,,,,0.05196733403320105,0.003279892135114757,1.0,1.0,1.0,1.0,1.0,564.9744262695312,0.004253833972780896,0.10254918629216969,,,
2021-02-04,788.1750048880971,802.6812933216203,781.840604077373,793.0587768554688,506394.0,0,1,0.014662282790323111,0.0742075601010923,0.13588203483733774,0.13596078372746057,,0.014555830813116304,,,713.9100006103515,0.11086660248133468,,,,,,,732.6309041030305,718.5553133718175,0,0,0,83.64309628839757,1,0,14.07559073121297,3.6215407829223922,10.454049948290578,0,775.3560798323589,652.4639213883441,713.9100006103515,0.1721395670868164,1.1440506639906938,25.102230960417874,0.03165242185446822,60.816106043012084,40.28393648579711,7.282710175684555,1,92.28083716930546,91.74741922920401,432020.5714285714,,,0,1864412.0,724.6336356489813,85771.62056320383,0.39202174078500673,,,,,,,,,0.026278870939278966,0.008413844014209792,1.0,1.0,1.0,1.0,1.0,588.0081787109375,0.04076954879797978,0.1474996191448812,,,
2021-02-05,793.9774106002495,815.2049548813488,774.6356953602922,803.358154296875,595780.0,0,1,0.012986903041719122,0.06849305949780038,0.15881974570485835,0.17479857298543977,,0.012903296300163182,,,717.5389862060547,0.11960209792165319,,,,,,,743.5120195174682,724.8370052921922,0,0,0,84.83411742147366,1,0,18.67501422527596,6.6322354713931055,12.042778753882853,0,790.6463121214401,644.4316602906692,717.5389862060547,0.2037724146584317,1.0869395920057832,26.207018714749218,0.032621836941067024,61.59102882702254,39.24298492674488,6.477434736334664,1,91.2687063674361,90.71172294504991,487438.14285714284,,,0,2460192.0,730.2072077150669,93508.95765739925,0.35439796352914965,,,,,,,,,0.05049959262138092,0.0011583425738294225,0.0,0.0,1.0,1.0,1.0,593.641845703125,0.009580933048478846,0.1609788471891147,,,
2021-02-08,807.4199580285214,820.0887583979973,787.8848130633224,794.7510986328125,317500.0,0,1,-0.010713846144495331,0.016827488104138588,0.15510573475685052,0.14744486208051844,,-0.01077165265153579,,,721.2598480224609,0.10189289035269156,,,,,,,751.3949547659827,730.015827021127,0,0,0,79.61675321482275,1,0,21.379127744855623,9.581613926085609,11.797513818770014,0,802.129122594682,640.3905734502398,721.2598480224609,0.2242444932819905,0.9543830212345944,26.635370616172477,0.033514103550146127,62.372128185785854,37.16358402982864,5.918031020437351,1,81.97453066126326,88.50802473266828,505946.4285714286,,,0,2142692.0,733.3583590166596,90107.31150652199,0.3656310285189628,,,,,,,,,0.04052079373035701,0.005056030999276265,1.0,1.0,1.0,1.0,1.0,626.4973754882812,0.05534571058790716,0.22750800173712538,,,
2021-02-09,799.7799092349989,808.0484805300664,787.2561370614419,793.1553955078125,152701.0,0,1,-0.0020078023518873556,0.00012183038024859982,0.1420315292450165,0.1422701443209473,,-0.0020098206890967855,,,725.0411529541016,0.09394534679333283,,,,,,,757.8196379570334,734.6928320942149,0,0,0,78.65099810646132,1,0,23.126805862818514,12.29065231343219,10.836153549386324,0,812.0176474839889,638.0646584242143,725.0411529541016,0.23992153873062516,0.8915669568075383,26.218011534204763,0.03305532772354004,63.04571765840712,35.05838459288764,5.75407030922841,1,80.83933119848824,84.69418940906253,505437.4285714286,,,0,1989991.0,735.0258159859494,89800.71807958644,0.3861145714586743,,,,,,,,,0.026214716039739395,0.006327528972073487,1.0,1.0,1.0,1.0,1.0,628.04296875,0.0024670386855398796,0.24316585979562855,,,
2021-02-10,795.9116071844401,799.3447499423829,773.7653189268952,788.3200073242188,228695.0,0,1,-0.006096394490890278,-0.01871910665526033,0.06778884032318477,0.1292512599539708,,-0.006115053377057355,,,729.0207122802734,0.08134102919856083,,,,,,,762.5120024750619,738.6652154445856,0,0,0,75.6561770627365,1,0,23.84678703047632,14.601879256841016,9.244907773635305,0,820.0437963794119,637.9976281811349,729.0207122802734,0.2497133005026186,0.8257376721017223,26.172398640010687,0.0332002212259552,62.58626013158107,32.61094929898205,9.034232484909904,1,77.39938677378562,80.07108287784571,464379.4285714286,,,0,1761296.0,737.3103281858129,88406.50314149229,0.2717683592879373,,,,,,,,,0.032448029705996556,0.003474995810704819,1.0,1.0,1.0,1.0,1.0,648.8331909179688,0.03310318433999471,0.21128071562358075,,,
2021-02-11,788.3200482053367,818.057937865266,780.1965035170081,803.213134765625,210358.0,0,1,0.01889223577105148,0.010647404133658389,0.06830017869886484,0.15162232780635576,,0.01871599376203312,,,734.21396484375,0.09397692392919674,,,,,,,768.7737151351484,743.4465428016996,0,0,0,78.38603655811801,1,0,25.327172333448857,16.746937872162587,8.58023446128627,0,829.8441317933992,638.5837978941007,734.21396484375,0.26049672582841865,0.8607604803105914,27.00732976202835,0.03362411369170276,62.52115758699569,34.2946760131213,8.129586536864803,1,87.99450939129898,82.07774245452428,424416.14285714284,351541.9666666667,1.2072986530782417,0,1971654.0,740.1788950855062,92380.63607381913,0.2724387947727421,,,,0.37939724718582185,,,,,0.047137469134273795,5.185853147391509e-08,1.0,1.0,1.0,1.0,1.0,656.7105102539062,0.012140746568147565,0.16731663782968864,,,
2021-02-12,807.4199536145356,822.0229255041755,791.0761800734301,797.50732421875,213578.0,0,1,-0.0071037316247821725,0.005486855079831043,0.020353882649573496,0.14225359918860803,0.13221666421732414,-0.007129083258425563,,,739.1823699951171,0.07890468792433204,,,,,,,773.1942703787795,747.4510451288885,0,0,0,74.91975384761622,1,0,25.743225249890997,18.54619534770827,7.197029902182727,0,837.2160088649753,641.148731125259,739.1823699951171,0.2652488556254547,0.797474187921661,27.288716595508138,0.03421751219932753,62.53168736198703,32.55452757906006,7.471061495851589,1,82.79607507103326,82.72999041203929,317858.0,353643.0333333333,0.8988102975024439,0,1758076.0,743.0191221563487,90863.4352808614,0.19213411147765272,0.2644587767651594,,,0.3843688357478166,,,,,0.03880434008685914,0.005237487619196092,1.0,1.0,1.0,1.0,1.0,716.8873291015625,0.09163370755919509,0.2688845649795102,0.4655812928517437,0.2505,0.1446747991759566
2021-02-15,807.3232715465264,877.0985405976422,797.8458418366235,867.2342529296875,811044.0,1,0,0.08743108256622345,0.10010432929810587,0.09353086837816682,0.24212206793083313,0.22073250139331102,0.08381810961969173,,,748.3527679443359,0.15885754697201068,,,,,,,787.6619600019961,756.3238753363551,0,0,0,84.14609351889229,1,0,31.338084665641077,21.104573211294834,10.233511454346242,0,858.1865071373628,638.5190287513091,748.3527679443359,0.2935346641256668,1.0411883718919182,31.02460943717843,0.035774197493204644,63.286695138123534,39.26925942212139,6.1020310876792845,1,94.91904877008767,88.56987774413996,361379.4285714286,371052.23333333334,0.9739314201803625,1,2569120.0,756.6093613714252,161773.89020970155,0.5268358974683611,0.3511364331452839,,,0.4164765909228783,,,,,0.09138557257544604,0.012308284864207633,0.0,0.0,0.0,0.0,0.0,761.2597045898438,0.061895884732529494,0.2946413538987116,0.48595437253851237,0.3734,0.2775062429901621
2021-02-16,875.938001846401,901.3240052120848,860.8030848007468,876.9534301757812,486036.0,1,0,0.011207095676007306,0.09180663539780554,0.09160954611000283,0.264978696632189,0.24066222395534176,0.011144761470495425,,,757.5690979003906,0.15758870392980043,,,,,,,801.3991092595015,765.2593979170532,0,0,0,84.97576047432636,1,0,36.13971134244832,24.111600837525536,12.028110504922786,0,878.1251117749539,637.0130840258273,757.5690979003906,0.31827067447361657,0.9951405095377831,31.702917363904117,0.03615119831112288,64.21239054188432,41.14227300057431,5.544939689043333,1,88.83967671359608,88.85160018490568,345701.71428571426,381504.8333333333,0.9061529083791798,0,3055156.0,765.4456255698972,167220.94216368545,0.5269232966647073,0.349581799271093,,,0.42209230571934725,,,,,0.04620646777470929,0.010036214422240036,0.0,0.0,0.0,0.0,0.0,777.961669921875,0.021939904649268094,0.3104899453313248,0.48416013401714764,0.3683,0.27347984672309983
2021-02-17,876.759966517978,878.5007681866053,851.0355077355556,860.561279296875,163437.0,0,1,-0.018692156635524593,0.07906379435435729,0.08280602666328352,0.25075545102803787,0.19619564027787462,-0.018869062971227674,,,765.8787811279296,0.12362595818296987,,,,,,,810.5009815729436,772.3187965377807,0,0,0,77.59978998069445,1,0,38.18218503516289,26.925717677053008,11.25646735810988,0,890.9196330085101,640.8379292473492,765.8787811279296,0.32652909301503186,0.8786062584545222,31.40022758441452,0.03648807858293392,64.46378238856474,38.5718110953195,7.420414025194328,1,81.22492099932255,88.3278821610021,323692.71428571426,370987.86666666664,0.8725156356031256,0,2891719.0,768.7872157823497,164165.9521596452,0.5439232227323604,0.3560536645433228,,,0.42330424314378545,,,,,0.031915519686744845,-0.00022060881586890047,0.0,0.0,0.0,0.0,0.0,783.1965942382812,0.006729026016065731,0.2501195134742127,0.48013690121990843,0.3891,0.29651257824577804
2021-02-18,866.9923925362215,884.7383927997275,851.0354773361682,859.9326782226562,164363.0,0,1,-0.0007304547501049141,-0.008419379979936359,0.08419192896253325,0.238181366628186,0.19604547356496949,-0.0007307216621619245,,,773.9708709716797,0.11106594637477253,,,,,,,818.1058579805916,778.8087136996234,0,0,0,77.32261469637695,1,0,39.29714428096827,29.40000299783606,9.897141283132207,0,901.463754056146,646.4779878872134,773.9708709716797,0.3294513730843789,0.8371239443774495,31.564705290067717,0.03670601907501286,64.77133327652882,37.041575660575205,6.854479962590666,1,80.93539093077618,83.6666628812316,325358.71428571426,350656.8333333333,0.9278550518832447,0,2727356.0,772.2124149788295,164045.89242555373,0.5426548720586809,0.3560740008101617,,,0.4222532788479511,,,,,0.039192504619335836,0.007473161289107778,0.0,0.0,0.0,0.0,0.0,805.8812866210938,0.028964237778478896,0.2831626603909714,0.4673285991047334,0.4088,0.3201200563333299
