Date,Open,High,Low,Close,Volume,Open_Interest,is_outlier,data_quality,return_1d,return_3d,return_7d,return_14d,return_30d,log_return_1d,momentum_7d,momentum_30d,sma_20,dist_from_sma_20,sma_50,dist_from_sma_50,sma_100,dist_from_sma_100,sma_200,dist_from_sma_200,ema_12,ema_26,golden_cross,above_sma_200,above_sma_50,rsi_14,rsi_overbought,rsi_oversold,macd_line,macd_signal,macd_histogram,macd_bullish_cross,bb_upper,bb_lower,bb_middle,bb_bandwidth,bb_pct_b,atr_14,natr_14,adx_14,di_plus,di_minus,adx_strong_trend,stoch_k,stoch_d,volume_ma_7d,volume_ma_30d,volume_ratio_7_30,volume_spike,obv,vwap_20d,vpt,vol_7d,vol_30d,vol_60d,vol_ratio_30_60,parkinson_vol_30d,price_to_high_6mo,price_to_low_6mo,price_to_high_1yr,price_to_low_1yr,day_range_pct,gap_pct,target_3d,target_5d,target_7d,target_10d,target_14d
2024-01-26,710.0794673514863,731.0673564019179,705.1125224421196,728.1918334960938,240699.0,0.0,0,1,0.0,0.05519778012763532,-0.0024045416127762564,0.037677682166621373,,0.0,,,706.6194366455078,0.030529017080248046,,,,,,,716.0980892656944,703.7049921418965,0,0,0,44.76381083369611,0,0,12.39309712379793,12.582896596994381,-0.18979947319645163,0,757.6771772574818,655.5616960335337,706.6194366455078,0.14451269796471328,0.7112549105387441,30.07912741981058,0.041306598119068214,34.65677346591727,17.817165363511617,18.248320471887986,1,63.89265437128991,56.525013680825815,513204.28571428574,,,0,10068426.0,705.0315540099208,403520.80070409994,0.4315740269656428,,,,,,,,,0.03564285228960553,-0.024873069583393796,1.0,1.0,1.0,1.0,1.0
2024-01-29,731.9636910356107,755.0056214253252,728.3038847370364,752.1673583984375,286121.0,0.0,0,1,0.03292473741051971,0.05977373567466304,0.015324897112289237,0.06543587388451799,,0.032394329216529204,,,710.8114227294922,0.05818130427637181,,,,,,,721.6472075938087,707.2947970497885,0,0,0,52.30449527579181,0,0,14.352410544020245,12.936799386399555,1.41561115762069,1,762.3960745690952,659.2267708898892,710.8114227294922,0.1451430018992088,0.9008550430614248,29.845888884769213,0.03967985123459621,33.14480018570634,22.40281920151639,17.077289137539058,1,92.61745862416481,73.46758912224821,389520.14285714284,,,0,10354547.0,706.2654180692224,412941.25949673523,0.4688335971007563,,,,,,,,,0.035499728072677726,0.005179758088480705,1.0,1.0,1.0,0.0,1.0
2024-01-30,758.254679628633,796.6454173569904,728.9761067650264,737.3414306640625,581983.0,0.0,0,1,-0.01971094274277374,0.012564817053826394,0.019624084684000564,0.04998934418221901,,-0.019907794423677426,,,714.9081817626953,0.031379202915338286,,,,,,,724.0617034507709,709.5204736138087,0,0,0,47.945620058113306,0,0,14.541229836962202,13.257685476512085,1.2835443604501169,0,760.6490466315419,669.1673168938488,714.9081817626953,0.1279629077850717,0.7452210836599872,32.547561863854554,0.04414177816448162,33.06155732535659,28.214086754169635,14.541201910679272,1,51.30332081140664,69.27114460228712,389233.85714285716,,,0,9772564.0,708.5261146746147,401469.82590646757,0.45946811362035084,,,,,,,,,0.09177472983041221,0.008093040946574684,1.0,1.0,1.0,0.0,1.0
2024-01-31,744.4369665938626,775.2839832319861,740.6650764484052,765.760986328125,494719.0,0.0,0,1,0.03854327789293954,0.05159238418214529,0.058923739126310215,0.08756753289363894,,0.03781903693026945,,,720.7302795410156,0.06247927701301292,,,,,,,730.4769777395946,713.6864375185728,0,0,0,55.58630683879796,0,0,16.790540221021843,13.964256425414039,2.8262837956078037,0,760.5831971977863,680.877361884245,720.7302795410156,0.11059037975246508,1.0649612303788136,32.932918342716626,0.043006785316436875,32.98426038360325,25.892236061268644,13.344547912054479,1,74.63966060962564,72.8534800150657,376481.28571428574,,,0,10267283.0,711.6320108381732,420537.9178023847,0.5037671115162358,,,,,,,,,0.045208501610379564,0.009623134730690175,1.0,1.0,0.0,0.0,0.0
2024-02-01,766.3211600143889,777.0765325597417,740.9265016903253,753.9599609375,306605.0,0.0,0,1,-0.015410846989230564,0.0023832495774336326,0.09253748873666301,0.03879599742203199,,-0.015530828364292903,,,723.9625,0.04143510325120434,,,,,,,734.0897443854262,716.6696614755303,0,0,0,52.16241561425397,0,0,17.420082909895882,14.655421722310408,2.7646611875854745,0,763.5726876567311,684.3523123432689,723.9625,0.1094260756785914,0.8786584047198075,33.16271209462376,0.04398471246853492,32.96378340051244,24.26228536337495,12.305502661510264,1,64.94940571126075,63.630795710764346,362369.28571428574,,,0,9960678.0,721.158389285814,415812.8750612517,0.3803530362366879,,,,,,,,,0.04794688410836335,0.0007315254972049725,1.0,1.0,0.0,0.0,0.0
2024-02-02,757.3583253465715,784.2094658296096,753.9599469178382,770.8772583007812,671015.0,0.0,0,1,0.02243792540686873,0.0454820877303963,0.0861352365989061,0.06221384789682971,,0.02218989844343603,,,727.3347625732422,0.05986582515799162,,,,,,,739.7493619108654,720.6850390181415,0,0,0,56.316414168969295,0,0,19.064322892723908,15.537201956393108,3.5271209363307996,0,770.8745650268236,683.7949601196608,727.3347625732422,0.11972424444430965,1.0000309288720424,32.954626867277156,0.04274951234119674,33.152863447597035,24.217572082209607,11.498688715740514,1,78.84081922960328,72.80996185016322,403120.14285714284,,,0,10631693.0,726.7060567255679,430869.0595781417,0.37188357338698574,,,,,,,,,0.03924038306493741,0.004507353951323721,1.0,0.0,0.0,0.0,0.0
2024-02-05,769.3087593294456,795.450319112485,756.0885747831019,775.39599609375,236597.0,0.0,0,1,0.005861812298016522,0.012582267754100984,0.0648238011280986,0.06553426477470792,,0.005844698721456657,,,731.0169891357422,0.06070858491329416,,,,,,,745.2334594774632,724.7377025052236,0,0,0,57.38097731637774,0,0,20.49575697223952,16.52891295956239,3.9668440126771287,0,777.7836992587291,684.2502790127552,731.0169891357422,0.12794972160162174,0.9744721923062369,33.41227811457044,0.043090599233028146,33.64319117016683,24.582791647654105,10.531105046133982,1,82.5513206126041,75.44718185115605,402534.14285714284,,,0,10868290.0,729.2694489007987,432255.94678241556,0.3596768934448826,,,,,,,,,0.05076340931301898,-0.0020346935318769767,0.0,0.0,0.0,0.0,0.0
2024-02-06,791.7158007384744,804.2264041935399,747.6486005086914,793.3590087890625,279109.0,0.0,0,1,0.023166243810653686,0.05225615403047712,0.0894917689204191,0.08687204062527276,,0.022901979935564244,,,735.3863647460937,0.0788329058330922,,,,,,,752.6373901407861,729.8207622299525,0,0,0,61.40727020971889,0,0,22.81662791083363,17.78645594981664,5.03017196101699,0,788.2342426349051,682.5384868572824,735.3863647460937,0.1437281962851136,1.048486016457838,35.06695851244745,0.04420061803542338,34.331611598869415,23.53737968328551,9.317453833955367,1,91.59932704653397,84.33048896291378,408021.28571428574,,,0,11147399.0,733.4602976006336,438721.8539261633,0.36192263435679395,,,,,,,,,0.07131425125077435,0.02104705818309544,0.0,0.0,0.0,0.0,0.0
2024-02-07,799.1848428234802,827.5671082695476,786.37549044324,798.6619873046875,581238.0,0.0,0,1,0.006684210372450705,0.03604299997790994,0.06181420715364383,0.07808640063064032,,0.006661970089113101,,,740.2076110839844,0.07897024476025127,,,,,,,759.7180973967709,734.9201122354884,0,0,0,62.53260249847587,0,0,24.79798516128244,19.1887617921098,5.609223369172639,0,797.7105742180493,682.7046479499195,740.2076110839844,0.15536982401425367,1.0082727309584036,35.504434177723176,0.044454894238228376,35.517089981987546,26.282565281037314,8.545314871735735,1,81.07115533536609,85.07393433150139,450180.85714285716,,,0,11728637.0,739.6611653974012,442606.97099462576,0.3335734865627682,,,,,,,,,0.0515757835994179,0.007343250621569005,0.0,0.0,0.0,0.0,0.0
2024-02-08,800.6412715562926,801.0520431626578,761.9144077092622,765.9849853515625,397142.0,0.0,0,1,-0.04091468289783373,-0.012137038093564811,0.03884707070061566,0.0592334935897707,,-0.0417752434028822,,,743.301644897461,0.030517005592299914,,,,,,,760.6822340052004,737.2212139477903,0,0,0,52.39427851503652,0,0,23.46102005741011,20.043213445169865,3.417806612240245,0,799.2637934916983,687.3394963032237,743.301644897461,0.15057722252708677,0.7026668116209297,35.76394855455693,0.04669014306872142,35.19408922286571,24.22814715423857,12.762779945721428,1,59.67225183904108,77.44757807364705,423775.0,,,0,11331495.0,743.0574779958176,426358.03199921426,0.42519751901533015,,,,,,,,,0.051094520391196364,0.002478250227339329,0.0,0.0,0.0,0.0,0.0
