Date,Open,High,Low,Close,Volume
2021-01-01,971.6904054558617,985.7728751001496,970.7515741462425,978.8255004882812,64268
2021-01-04,981.0786555792923,1002.5779141102794,968.12273849678,997.6959228515625,173998
2021-01-05,997.6960181969687,1027.9733288822388,992.5794332403668,1024.0772705078125,266534
2021-01-06,1036.8451749057997,1040.2249442226632,990.2791714425078,1004.8310546875,237232
2021-01-07,1010.6519503111355,1017.6931854503213,999.0574060359635,1010.0416870117188,216182
2021-01-08,1018.5380559814218,1041.6802694403566,1008.7741879654915,1026.0487060546875,251242
2021-01-11,1035.530855232308,1035.530855232308,1015.8153992396713,1025.0159912109375,159275
2021-01-12,1014.8767589999526,1041.1640386040217,1014.8767589999526,1029.85107421875,211626
2021-01-13,1037.3615986645796,1051.4910555651077,1007.4598446926328,1023.7955322265625,200948
2021-01-14,1027.0813096120594,1028.911984569362,1007.6475500521736,1023.7484130859375,120336
2021-01-15,1023.3260504699405,1028.0202066647566,1012.0600756023815,1021.6361083984375,169466
2021-01-18,1023.3260736997996,1029.850905117341,984.8339920285227,1003.75146484375,239655
2021-01-19,1015.8154731915483,1025.2037862524685,963.8511833200422,967.6533813476562,693701
2021-01-20,966.0573640173384,966.0573640173384,915.8768218410321,920.1015625,1153098
2021-01-21,924.7487634151962,928.5040883427706,876.5867326793967,891.185546875,2040256
2021-01-22,896.5839290042863,905.3150489991679,873.5825611921346,882.4545288085938,713992
2021-01-25,887.5711785628113,919.1158889080173,875.5071613702708,902.6863403320312,952471
2021-01-27,896.2083279055847,908.7886901318142,886.2567391368106,892.87548828125,495630
2021-01-28,884.3791695072704,895.1757304938241,880.62384394673,890.1060180664062,351632
2021-01-29,891.8897655249327,904.0945728426424,871.2354762180396,894.4246215820312,568756
2021-02-01,896.3021908281721,903.1556473780794,874.990710349657,896.7716064453125,282586
2021-02-02,899.5881959316207,929.724658840122,897.6636031567668,914.18701171875,490051
2021-02-03,918.1770286349794,930.8981815284234,895.7859246303649,899.916748046875,310956
2021-02-04,903.906769879921,910.1030908800255,885.6934769260923,887.3833618164062,266935
2021-02-05,887.2424926444955,889.9651262862055,871.3292909354071,875.64794921875,298438
2021-02-08,875.9295966174019,896.4430374545833,871.9864937253407,882.5952758789062,400244
2021-02-09,886.9138757251174,896.1613404333184,875.9295388578757,879.1685180664062,307422
2021-02-10,887.6180990870832,892.8286015474425,872.2681723450637,877.7134399414062,528429
2021-02-11,883.4402226250504,890.9508727642644,875.9295724858364,878.5582885742188,216628
2021-02-12,882.219807532533,911.7460641631119,878.0419966760833,906.8171997070312,629143
2021-02-15,912.7787611098429,925.6407617984761,907.8498966245493,918.4586791992188,460985
2021-02-16,923.8100276522472,923.8100276522472,897.5696805487328,902.123046875,239259
2021-02-17,902.1230917245709,908.788771570568,884.6607937575757,899.02490234375,458780
2021-02-18,879.6849667335969,893.6735766386282,879.6849667335969,887.6181030273438,333873
