Date,Open,High,Low,Close,Volume
2021-01-01,565.7048445374195,578.8696336589029,563.796902397327,573.8135986328125,3606724
2021-01-04,579.0127737679094,579.0127737679094,569.9977351813917,576.1985473632812,2120531
2021-01-05,576.1984538294141,586.0243429697625,573.4319147839665,581.4929809570312,3813409
2021-01-06,584.7842526575945,585.5474178511449,567.9943854963965,577.1047973632812,2167700
2021-01-07,581.6362220977554,582.208581497737,570.9994204795017,573.1935424804688,2195640
2021-01-08,578.8695608443973,584.307206904828,574.8628712090396,581.4929809570312,3458752
2021-01-11,584.7842537253763,603.6728688726565,581.445355049946,600.0477905273438,6360644
2021-01-12,603.4821583054611,605.676338647816,591.4621444662973,595.564208984375,4562628
2021-01-13,597.9490690202188,603.8637014377498,583.1625170892786,591.8436889648438,3660044
2021-01-14,594.2286477050098,594.3240215289088,580.6345589300709,585.73828125,3576000
2021-01-15,581.9223986248043,585.2612976333072,567.6128314455058,574.6722412109375,4492648
2021-01-18,573.8136732632302,573.8136732632302,554.2572637837684,557.8346557617188,3346718
2021-01-19,562.842882815959,563.7968538037827,550.7751265296824,555.87890625,5743934
2021-01-20,560.9349560544847,574.9583416010008,556.7374603039051,569.1868286132812,6156865
2021-01-21,575.6261445325321,584.5457503996893,562.8905963080676,567.8512573242188,4506198
2021-01-22,571.6195511619102,578.9651410017909,555.7835944040482,557.8346557617188,4307126
2021-01-25,560.7442165846271,562.6998457490516,543.7635421758694,547.1978149414062,2016556
2021-01-27,546.625492603198,561.4597329824394,540.4723667742886,546.2916259765625,3662455
2021-01-28,545.5760343432278,549.4872921253402,535.6547127228795,538.6119995117188,4769073
2021-01-29,547.5794215354234,547.5794215354234,528.7384919616873,534.0330200195312,3593336
2021-02-01,537.0857550439811,561.6505120464367,528.8338813431362,557.2622680664062,4707518
2021-02-02,562.842948426219,568.948386750305,541.0447321037509,548.8672485351562,5713446
2021-02-03,561.8890329039604,570.4747736444283,544.7175514230244,553.4464111328125,10599727
2021-02-04,558.0730659494193,562.8429212139442,550.9659699601226,560.982666015625,3816120
2021-02-05,566.563426991769,572.3826270767405,562.0797514345136,565.2278442382812,5918498
2021-02-08,567.6128337793162,576.9617393964082,567.5174599547066,569.6161499023438,3970852
2021-02-09,569.5207545523284,579.5374512404347,567.1835136799484,571.1425170898438,3072281
2021-02-10,573.0980834960938,578.058744386657,569.8068718708125,573.0980834960938,2435907
2021-02-11,575.530801444958,593.3700741621929,570.808632457193,582.2562866210938,7033762
2021-02-12,587.8370362641757,587.8370362641757,575.721590973026,579.5374755859375,3621853
2021-02-15,580.0144917116194,596.7089877723979,579.4421322798481,594.41943359375,3234989
2021-02-16,600.9064362025081,605.7239787488222,589.1248578482999,599.427734375,6418986
2021-02-17,606.7256219039492,615.9791532542431,595.5164614363841,603.0528564453125,8556599
2021-02-18,608.1088767766308,613.7850163495168,592.5591598130428,595.2779541015625,4457424
2021-02-19,595.2779749407134,597.2812909891459,582.3516779954092,588.552490234375,3013104
2021-02-22,590.5081845648672,594.8487419661891,583.8303860318234,589.8403930664062,3020000
2021-02-23,591.3666647518061,605.771604013633,587.6461544447211,598.6168212890625,4222282
2021-02-24,623.897059596424,623.897059596424,586.6921890700318,597.13818359375,10479819
2021-02-25,599.9524124889215,609.7306156838424,595.6117976608026,599.57080078125,4977348
2021-02-26,596.2319923000418,597.0905896592661,576.6755829526005,581.111572265625,5547291
2021-03-01,586.596886627556,599.57087104807,581.1592393977162,595.8026733398438,2530243
2021-03-02,599.5708865912991,606.7256704408372,593.3700739216994,603.24365234375,3051386
2021-03-03,605.771660100604,618.1732846380967,603.8637178640666,607.584228515625,3601961
2021-03-04,605.6762842790084,614.2142791786976,599.8570255413202,602.0511474609375,2621353
2021-03-05,604.5315431418047,613.8804489791597,589.5541841011976,593.9901733398438,2839628
2021-03-08,598.0445304877635,599.2846813236363,586.6922506403465,587.6939086914062,1939925
2021-03-09,590.3172998784959,592.3206741064618,574.2905971836423,583.5441284179688,3065358
2021-03-10,588.4094045670277,594.9441420009606,586.692268110397,592.368408203125,2778304
2021-03-12,594.3240011960014,596.0411375478812,585.1659018354584,586.9307250976562,1884687
2021-03-15,588.6955219922203,590.3172844508255,574.6721938918257,579.6805419921875,2765564
2021-03-16,583.4010195305999,589.5541448231814,580.4914192959643,582.54248046875,2480801
2021-03-17,583.8303652519512,584.2119770162842,572.4780848595178,575.5784912109375,2263020
2021-03-18,578.1064502738425,580.2051982071197,559.9810005127815,567.5173950195312,3387208
2021-03-19,562.8428909829238,579.6805024526359,550.4889548661956,572.62109375,4874177
2021-03-22,575.2445741854774,594.3716831247649,568.8052692505654,591.9867553710938,3154483
2021-03-23,592.4160871005691,610.5415390408441,591.9867884357753,604.9130859375,4940745
2021-03-24,603.6728931491175,609.7306444964717,595.898063713417,600.1431884765625,2938251
2021-03-25,604.8177668944346,605.008572787823,582.8764283477911,586.5491943359375,2981311
2021-03-26,591.4620567361762,605.7239357171467,586.7875752555329,599.3800048828125,3557256
2021-03-30,601.8126506948165,608.2519556792021,589.1248465929602,599.9524536132812,19895244
2021-03-31,601.0018210237971,615.9791796373235,601.0018210237971,609.4921875,4424477
