index_code,total_symbols,symbols,start_date,end_date
NMidcap,90,"AARTIIND,ABCAPITAL,ABFRL,ACC,AIAENG,ALKEM,APLLTD,ASTRAL,ATUL,AUBANK,BALKRISIND,BATAINDIA,BHARATFORG,BSOFT,CANFINHOME,CESC,CRISIL,CROMPTON,DEEPAKNTR,ELGIEQUIP,EMAMILTD,ENDURANCE,ENGINERSIN,FINCABLES,FLUOROCHEM,GNFC,GPPL,GRANULES,GUJGASLTD,HFCL,IEX,IPCALAB,JKCEMENT,JKLAKSHMI,JSWENERGY,KANSAINER,KARURVYSYA,KEC,LAURUSLABS,MANAPPURAM,MARICO,MASTEK,METROPOLIS,MFSL,MPHASIS,MRF,NATCOPHARM,NAUKRI,NBCC,NCC,OFSS,PERSISTENT,POLYMED,PRESTIGE,RADICO,RAMCOCEM,RATNAMANI,RBLBANK,RKFORGE,SANOFI,SAPPHIRE,SBICARD,SCHAEFFLER,SJVN,SKFINDIA,SOBHA,SUNDRMFAST,SUNTECK,SUPREMEIND,TANLA,TATAELXSI,TATATECH,TIINDIA,TIMKEN,TORNTPOWER,TRIDENT,TTKPRESTIG,TVSSCS,UFLEX,VGUARD,VTL,WELCORP,WHIRLPOOL,ZENSARTECH,CEATLTD,CCL,CENTURYPLY,CHOLAHLDNG,CLEAN,COCHINSHIP",2021-01-01,2026-06-22
