Date,Open,High,Low,Close,Volume
2021-01-01,340.5686088675485,352.3293347073474,340.5686088675485,349.6228942871094,251435
2021-01-04,352.13250135290446,352.13250135290446,339.5352630281431,347.2117004394531,434954
2021-01-05,345.4401779077297,353.31345831588305,337.5668974995763,349.8197021484375,266251
2021-01-06,350.36100266371983,352.32932290340364,338.6002772179357,341.7987976074219,250054
2021-01-07,362.1709521570232,363.1551123531021,345.53865085012745,351.1483459472656,626156
2021-01-08,354.29763662469406,365.56628180323594,351.54200035350846,360.4978332519531,456165
2021-01-11,364.13927889054315,368.76484390634073,355.5278770248884,365.27105712890625,324867
2021-01-12,377.17936067550687,380.869961073506,369.30607982644216,375.8507385253906,615796
2021-01-13,377.03176308962946,378.90166138573517,364.33610303964565,376.1952209472656,321170
2021-01-14,378.9016319518764,387.75907269880344,372.0125113709332,377.1793518066406,367517
2021-01-15,375.80158750606915,376.68732570074894,359.2676777239045,367.190185546875,196108
2021-01-18,365.1234200431558,366.5996602859179,349.37685745369356,360.7931213378906,201382
2021-01-19,362.22011483882966,373.98084011398197,361.33437675065943,370.7331237792969,455209
2021-01-20,369.0600651474143,372.5538217504692,362.17094393132925,365.76312255859375,201402
2021-01-21,366.05834792029594,369.0600241026582,351.7388009646038,356.8564453125,165413
2021-01-22,354.2976516932997,359.07083439656014,341.60199184779333,345.6370544433594,154006
2021-01-25,357.25014572254287,363.15510680886587,336.6319779157909,339.0431823730469,151506
2021-01-27,339.3384020331225,339.3384020331225,327.3316664243668,334.4668273925781,212938
2021-01-28,331.6619425819153,333.6302627159326,315.1772614595204,318.7694396972656,410985
2021-01-29,324.72363262343805,327.03638479985926,313.01210356425037,316.5058898925781,181517
2021-02-01,318.12980872225927,343.52113178989663,314.3407856587142,338.9940185546875,276461
2021-02-02,344.4560542982331,349.2784330515715,334.81129679155634,346.5227966308594,228052
2021-02-03,345.63705849807224,354.2976558496112,342.3893119656068,346.5227966308594,166557
2021-02-04,346.5228048598592,355.0849803923765,339.19079951629305,343.1766662597656,214097
2021-02-05,343.4718778046176,346.8180161660781,336.8287970734395,341.9464416503906,138886
2021-02-08,343.5703142297993,366.009153626849,343.32427419240105,360.94073486328125,647282
2021-02-09,363.5979992794466,373.8332593913373,359.021630304782,363.3519592285156,332836
2021-02-10,364.3360808500581,372.7998336784465,361.4819925341503,366.69805908203125,189851
2021-02-11,368.07587404572996,380.7223372223195,364.1884296724831,375.0141906738281,442640
2021-02-12,376.49045168260477,382.8382966353478,364.1392538690969,374.3253173828125,289194
2021-02-15,378.7048225021636,380.77156487200284,353.46112007518764,361.6788635253906,233753
2021-02-16,361.6788785621183,368.42038203331066,349.86895599682464,355.0357971191406,180131
2021-02-17,354.78973431836323,359.218454996401,349.8197375711278,353.7563781738281,149124
2021-02-18,357.2501420953443,357.2501420953443,349.6720967644964,353.5103454589844,129507
2021-02-19,355.18340535233756,357.3485697766246,339.04318429824235,343.0782470703125,156212
2021-02-22,343.07826460016645,348.7371859625062,339.63370377091616,342.4877624511719,106893
2021-02-23,341.99565719916455,348.392698269077,335.59861612925215,339.2400207519531,125865
2021-02-24,341.0115089277586,352.28015521913227,330.67782683903863,337.81298828125,118614
2021-02-25,342.48771730967536,346.2275137034067,340.0273170416461,342.97979736328125,147553
2021-02-26,342.48773926132276,356.2167856505584,338.7971386227309,342.24169921875,178188
2021-03-01,354.2976533368805,354.2976533368805,342.5369275527187,344.5544738769531,123912
2021-03-02,346.17832476312185,350.85308536759896,343.37346239359886,344.8005065917969,126890
2021-03-03,359.2184562241641,359.2184562241641,344.456053913582,348.58953857421875,169009
2021-03-04,348.39270607134335,355.28182737783885,338.84634024723977,343.0782470703125,193410
2021-03-05,339.58444576180017,341.2575300207087,332.6953247520094,336.38592529296875,113999
