index_code,total_symbols,symbols,start_date,end_date
NSmallcap,85,"AARTIDRUGS,ABAN,ACCELYA,ADVENZYMES,AGROPHOS,AHLUCONT,AJANTPHARM,ALLCARGO,AMBER,ANANDRATHI,ANGELONE,ANURAS,APTUS,ARVINDFASN,ASAHIINDIA,ASHIANA,ASTRAZEN,ATGL,AVANTIFEED,BALAMINES,BALMLAWRIE,BASF,BAYERCROP,BEML,BFUTILITIE,BIKAJI,BIRLACORPN,BLS,BLUESTARCO,BOROLTD,CAMPUS,CANTABIL,CAPLIPOINT,CARBORUNIV,CARERATING,CARTRADE,CASTROLIND,CEATLTD,CENTENKA,CEREBRAINT,CHEMCON,CHEVIOT,CIGNITITEC,CONFIPET,CONTROLPR,CRAFTSMAN,CREDITACC,CSBBANK,CYIENT,DALBHARAT,DATAMATICS,DBCORP,DCMSHRIRAM,DELTACORP,DEVYANI,DMCC,DODLA,DOMS,DRREDDY,EASEMYTRIP,EIDPARRY,EIMCOELECO,EMKAY,EPIGRAL,EQUITASBNK,ESABINDIA,ESTER,ETHOSLTD,EXICOM,FINEORG,FINPIPE,FORCEMOT,GABRIEL,GANDHAR,GARFIBRES,GHCL,GICRE,GLENMARK,GODFRYPHLP,GOKEX,GOLDBEES,GOLDIAM,GREENPANEL,GRINDWELL,GRSE",2021-01-01,2026-06-22
