Date,Close,High,Low,Open,Volume
2021-05-28,423.3563232421875,436.7434826105472,421.35314887468,434.3005724937429,74522
2021-05-31,441.9712829589844,452.4757963793647,415.2947166196859,425.16407937878387,559460
2021-06-01,435.082275390625,464.15290468399076,424.8708995593056,446.95481214630075,615111
2021-06-02,437.427490234375,441.58043753437204,434.8380114114542,435.81517548204175,89905
2021-06-03,430.0498962402344,441.14071396222926,428.1932905444644,441.14071396222926,105432
2021-06-04,432.29736328125,438.7466518787936,427.2161281897609,433.7631093342972,93363
2021-06-07,436.8900451660156,439.6260925304417,433.46997105014316,436.4014631494624,102851
2021-06-08,429.61016845703125,439.38180895336166,425.0663615903736,438.40464490372864,105233
2021-06-09,446.85711669921875,458.3876706025706,429.2193171870226,429.65905294622075,770248
2021-06-10,458.58306884765625,469.038735931058,451.3520609661884,457.1173227978717,472159
2021-06-11,466.009521484375,473.92455611769304,461.7588519756783,464.1529157853695,235984
2021-06-14,460.87939453125,469.2341646217608,445.68450626297056,469.03871989353365,174089
2021-06-15,463.1269226074219,470.01591736822644,459.5602498976672,459.5602498976672,120920
2021-06-16,457.5570373535156,468.06155022388464,454.3812543927064,460.39080695440975,90271
2021-06-17,462.73602294921875,472.7519544400735,445.6845282059765,445.6845282059765,197207
2021-06-18,454.43011474609375,464.7392130307485,439.7238082001171,464.15290865567914,104693
2021-06-21,454.1369934082031,461.172586514612,445.34251693553216,453.20867563003793,139845
2021-06-22,449.8374938964844,461.31917193103436,445.293686851203,456.43335149080036,89129
2021-06-23,459.5602111816406,467.96382743441177,449.8374474028939,452.03606637375776,186271
2021-06-24,456.3355712890625,464.15288300279377,453.35523312647354,461.70997309225277,80330
2021-06-25,458.2410888671875,464.15291938582976,456.33560705933155,458.9739618977967,80333
2021-06-28,464.25067138671875,467.0844413218152,457.75253606468345,463.85981170958166,112229
2021-06-29,466.5469970703125,472.94740979945004,464.29950181728674,465.86297029315665,196121
2021-06-30,555.7620239257812,559.8172783744859,500.45456548922664,500.45456548922664,8528422
2021-07-01,532.4566650390625,580.3376990231761,523.2712999692416,570.5171535235546,4405937
2021-07-02,529.03662109375,556.0063240265434,524.2973398405189,532.5543876879898,2020298
2021-07-05,533.7269897460938,542.1305763055765,530.1114710109274,532.5543810155862,479461
2021-07-06,525.2745361328125,537.8799765459344,522.7827796719941,536.4630767101397,300669
2021-07-07,519.46044921875,532.2613356380448,517.3107357565891,525.2745879619183,206899
2021-07-08,520.4864501953125,525.763100230884,513.0599677003216,522.6850692871405,151616
2021-07-09,537.3914184570312,548.9707893952227,509.5910873802118,513.0111617921594,1051741
2021-07-12,549.3616333007812,555.9574905477831,541.8374582907443,544.084923646636,535047
2021-07-13,529.5740356445312,553.9542890927227,527.6685539381499,550.1433256799601,430721
2021-07-14,529.08544921875,549.1661570916042,527.6685495186232,532.4566768800569,692096
2021-07-15,522.9293212890625,538.6127910459114,520.5841039095118,529.7205631530238,378691
2021-07-16,517.89697265625,533.5315982458727,514.47689830852,526.6914495504127,380737
2021-07-19,517.408447265625,536.9517313927496,513.9883725433782,513.9883725433782,622784
2021-07-20,508.9558410644531,527.6685553563171,508.1252755283054,518.8740794337118,510067
2021-07-22,516.0892333984375,535.4859165558215,512.962296409985,513.0111426857778,749352
2021-07-23,508.4184265136719,526.6914055741064,506.7083894825871,520.6329767357058,484013
2021-07-26,501.4317626953125,517.4083712659606,499.57512711940007,512.1805673863901,361905
2021-07-27,507.0992431640625,511.05674522847875,500.40563432989035,506.1220792152509,290398
2021-07-28,532.8963623046875,540.3716907438534,506.4640880944034,511.3987543546608,1984167
2021-07-29,527.3265991210938,541.0557419829022,523.9553712479266,536.9516410782361,435885
2021-07-30,529.3787231445312,535.9257354328763,523.2226004058733,527.66868573705,275930
2021-08-02,539.8831787109375,551.12056614112,526.6914630320277,533.9225014088651,741561
2021-08-03,547.7981567382812,555.9086662760891,540.3717336227949,542.2283692223474,764916
2021-08-04,552.9771118164062,565.7779359052153,548.9218575038941,551.1204764258056,930108
2021-08-05,557.6675415039062,562.7488065490408,547.211874123629,557.374404213898,539348
2021-08-06,551.5114135742188,561.2341481568264,547.3095604469099,557.6675351598045,262379
2021-08-09,552.048828125,560.745552166985,548.6776003088112,551.511399839256,261034
2021-08-10,521.7078857421875,555.9574721639663,508.4672657710933,551.1204984145036,418447
2021-08-11,504.9494934082031,530.4046034988648,500.84539270912484,523.7599002744013,579681
2021-08-12,524.0042114257812,526.691412510016,507.1481318973995,509.1024599586611,402767
2021-08-13,508.3207702636719,530.0626712113125,505.38927800106865,527.6686072685806,463440
2021-08-16,516.8709716796875,526.6914591284856,509.59108707885946,515.9426538401492,1111976
2021-08-17,495.47100830078125,518.8740986917013,490.48749561621815,518.8740986917013,625801
2021-08-18,475.87890625,505.1938286062628,471.9702499358316,495.9107698601129,751569
2021-08-20,449.49542236328125,476.2208626787988,445.24475316592776,474.70624064582034,629345
2021-08-23,420.08282470703125,463.566625509234,417.24905488855194,457.01964417973767,875878
2021-08-24,450.081787109375,457.3127954319837,421.59745976829265,422.3303328378952,610792
2021-08-25,479.9830017089844,483.4030759439854,453.4041271544186,454.2347225756264,926885
2021-08-26,470.748779296875,480.6669884025123,469.0387422158796,480.6669884025123,276827
2021-08-27,467.08441162109375,475.8788879905286,465.13008353899716,470.74877677502496,203230
2021-08-30,469.5273132324219,483.0610409203226,464.2506334703245,470.84649062811604,295711
2021-08-31,467.8661193847656,474.4131302265656,465.86294507830104,473.6314109412817,165424
2021-09-01,467.42645263671875,475.8789161274122,463.3712275907344,470.40679120986005,182861
2021-09-02,482.96331787109375,486.4322382209047,468.01272026284,468.79443955216436,475467
2021-09-03,477.9797668457031,486.7742428863625,473.9245421910904,482.62129586716225,194524
2021-09-06,476.9537353515625,484.6733246797046,474.70624034874606,481.0578060955567,175577
2021-09-07,471.7747802734375,480.2761192359986,470.4067565998717,478.61492846194614,116730
2021-09-08,485.3789367675781,487.6381302430577,472.46235246157323,477.27537251018106,225196
2021-09-09,481.106201171875,489.1606658938205,473.93578573045863,489.1606658938205,171943
2021-09-13,499.4252014160156,505.5642660908319,482.2849208535678,483.66006534554634,765781
2021-09-14,530.857177734375,536.4068558653468,503.20680827175306,504.8766457441461,1495748
2021-09-15,545.3453369140625,548.095625553722,526.4861206035753,530.4151215036019,728304
2021-09-16,536.21044921875,552.4666792831428,532.379649164705,548.9797027965012,388687
2021-09-17,549.323486328125,553.9400747793565,516.6636634932387,536.2104686593498,889925
2021-09-20,525.2583618164062,543.135329739555,522.1151487829181,543.135329739555,303966
2021-09-21,523.3428955078125,528.7943721372262,509.44409112397346,524.4234067008261,216875
2021-09-22,527.2227783203125,534.000328468538,523.3428781615977,523.3428781615977,171754
2021-09-23,541.1708374023438,553.5471677190924,529.4329338362082,532.0359212207624,517448
2021-09-24,527.861328125,548.0465595290668,526.2896916949867,544.1666589057149,179150
2021-09-27,526.8790893554688,536.0140052323441,524.2270015326853,531.3974167929508,114484
2021-09-28,523.6376342773438,535.0808747628605,518.9228446176598,528.4506849424854,140926
2021-09-29,529.8258056640625,536.8488589385088,517.7932401734786,521.5748796326576,190618
2021-09-30,531.2992553710938,544.9033991750945,527.6158164402121,533.0181935388385,156137
2021-10-01,526.0932006835938,532.5760881908636,523.3920125435137,532.5760881908636,132353
2021-10-04,523.3428955078125,534.442310797351,522.5571073367628,526.4861081438061,192731
2021-10-05,529.0399780273438,537.9293910429478,522.5080496216065,524.5216507098143,271597
2021-10-06,556.1010131835938,565.6779532961576,530.5625062167568,530.5625062167568,1648408
2021-10-07,557.8690795898438,574.6164355061146,555.0696302150151,562.8294317008609,720064
2021-10-08,607.2762451171875,612.9241843156085,550.6003910835412,559.6862063157838,3438424
2021-10-11,630.3590698242188,646.3206356748515,615.8708792828752,618.8176299014535,2586236
2021-10-12,625.2023315429688,630.6047083277076,611.1070633671434,625.6934567052177,704180
2021-10-13,623.3360595703125,635.1722244665025,614.0046810740396,629.9662495545065,377371
2021-10-14,618.3265380859375,630.0153401496157,614.6430996144169,623.5815529912545,285218
2021-10-18,617.0987548828125,644.3562008804219,613.120653132981,622.7466941435783,645607
2021-10-19,603.8873901367188,627.6578561470435,600.2530525317374,618.8176046520147,358004
2021-10-20,587.1400756835938,610.9596437895362,575.9915595405,599.1726410154616,465969
2021-10-21,570.3927612304688,596.8152583307832,563.8116722297613,589.3501800311093,389065
2021-10-22,560.32470703125,586.1087779311069,546.0820773913291,573.2904232455384,340161
2021-10-25,547.899169921875,580.50988976359,532.2322666595542,561.454211195031,352045
2021-10-26,555.6099243164062,559.6862272234174,545.492697934638,550.0601859594868,185720
2021-10-27,562.0436401367188,577.9069466937116,545.1489227913823,545.1489227913823,371825
2021-10-28,555.560791015625,577.0229977923486,553.4980891980933,564.9904306358683,224934
2021-10-29,555.4134521484375,559.8335785622872,536.8979977548971,556.9359281450699,212150
2021-11-01,563.5169677734375,569.999795297283,556.935879255718,556.935879255718,197833
2021-11-02,568.1336059570312,580.9028600470936,561.8471799627415,561.8471799627415,290520
2021-11-03,560.8648681640625,581.4921225098511,547.3098272986175,572.3572075756466,598968
2021-11-04,528.548828125,539.9920673575893,522.557125664825,535.326378735582,533420
2021-11-08,514.0115356445312,535.22817667755,509.7878716271894,528.5488271225388,609262
2021-11-09,514.7482299804688,522.5571314349406,510.0825413069425,515.1902545820044,224370
2021-11-10,517.744140625,524.5216920877544,512.7346877711757,514.7482890182304,184336
2021-11-11,518.1861572265625,523.4903330673376,512.9802423913147,520.3962205015849,120453
2021-11-12,512.5382080078125,523.9323477580789,508.0689810158201,522.5571733212495,168853
2021-11-15,506.05535888671875,519.4630393075942,502.9612465078554,517.1056745943741,109808
2021-11-16,504.2381896972656,512.734679146604,503.74706452566926,507.8234274306404,129502
2021-11-17,504.7292785644531,507.82339090367674,503.01034058750645,503.01034058750645,108134
2021-11-18,499.7689208984375,508.9038363370594,496.03638189631005,504.72927272704095,141717
2021-11-22,477.8647766113281,500.94765893479416,473.44465020896234,493.13875696692094,231899
2021-11-23,490.5357971191406,495.0541545246649,474.96712376440513,479.33814961912,130726
2021-11-24,495.9381408691406,512.7346259916325,491.1251206816403,496.0363718884567,401900
2021-11-25,510.328125,512.7346501952995,492.205625176913,499.8671654308506,188008
2021-11-26,490.0446472167969,512.2435090199356,487.1961274667076,500.94763106455827,183764
2021-11-29,483.6109619140625,487.09793863805555,456.7464090632278,482.18668692769825,178978
2021-11-30,480.3695068359375,500.6038694159694,476.4896360588487,488.86599608165665,136097
2021-12-01,484.8878479003906,491.22337423821625,479.09257720564074,487.1961420686782,65907
2021-12-02,493.5317077636719,498.6885221786582,484.8878865682487,498.6885221786582,71805
2021-12-03,507.2341003417969,519.9541943030421,495.692628853032,496.92044177993233,521251
2021-12-06,503.7962341308594,514.109862921221,501.9299344642627,512.2926637823127,89214
2021-12-07,518.4317016601562,532.3796680533914,506.1044722592433,509.83701144711716,379570
2021-12-08,540.6796875,545.1489143570718,521.0346815772226,521.7222687748799,480921
2021-12-09,533.50927734375,546.1311697870652,530.0714012749465,540.8269941573338,153258
2021-12-10,534.147705078125,540.2376689732748,526.6335261989409,533.5092783495099,176118
2021-12-13,529.97314453125,542.2021729217475,528.0086439047219,536.9471577265055,76658
2021-12-14,531.9376831054688,534.3442085350041,524.52170470164,525.5039550849765,66297
2021-12-15,534.3932495117188,546.1311522748932,527.7630601630577,532.3796484406333,243506
2021-12-16,526.8790893554688,541.2690204010548,520.641763926652,538.5678320532164,125211
2021-12-17,511.70330810546875,525.7003749442063,510.37723422335,523.0482871317695,144439
2021-12-20,485.82098388671875,508.756533419641,481.7446513088094,501.92988213218035,186727
2021-12-21,493.7281188964844,502.8139343848916,488.473073672874,502.8139343848916,71902
2021-12-22,497.509765625,504.87664270730505,494.07188965325764,495.00503940737616,55266
2021-12-23,505.1221923828125,509.29675595622416,500.89852828713197,500.89852828713197,51489
2021-12-24,493.23699951171875,508.3145481426272,489.1606666184123,508.3145481426272,48946
2021-12-27,499.91632080078125,505.8589233468251,481.4008959607706,492.5003127739423,83004
2021-12-28,504.53289794921875,507.4796488922841,499.965410006747,504.58199847457627,56210
2021-12-29,499.91632080078125,509.39500057784886,498.786708932975,504.53290937314193,82519
2021-12-30,495.7908630371094,503.1086401183596,490.83051077122957,499.96542701513357,51216
2021-12-31,503.5506591796875,513.864287716875,497.9026897667549,497.9026897667549,78200
2022-01-03,510.328125,515.6323005344644,504.28732170153756,507.8233987566473,88639
2022-01-04,512.0469970703125,518.0878595427291,506.0061945496879,510.7700838510433,103253
2022-01-05,514.404541015625,524.5708085670994,510.7211020546841,519.0702303661501,144076
2022-01-06,511.801513671875,515.6814143991431,508.75656168185776,515.6814143991431,59253
2022-01-07,507.57781982421875,516.663634692867,503.4032562359209,515.5831833919092,87908
2022-01-10,505.5642395019531,512.7837551991234,502.764820162285,507.5778406190319,87880
2022-01-11,503.69793701171875,513.7169019658486,500.456523043212,506.35002478660607,75019
2022-01-12,502.1754455566406,509.73878455098287,499.4742573409325,507.3322594229924,81216
2022-01-13,526.92822265625,530.4151994772674,502.12640082884076,504.5820267523466,560450
2022-01-14,528.6962280273438,534.344167295634,521.5749132977604,524.5216642203466,303578
2022-01-17,535.03173828125,539.7465276240943,525.7003606426168,531.8394248785597,234078
2022-01-18,522.21337890625,546.7204751287517,515.7795916901093,539.1571960274113,561886
2022-01-19,524.91455078125,530.5133291722883,515.4358120108136,520.690826799524,117531
2022-01-20,523.146484375,528.3032984359604,520.1997334830227,524.0305336233134,68659
2022-01-21,515.7796020507812,527.4684044542299,510.8683506126599,521.4767016804418,114832
2022-01-24,494.6120910644531,518.382558608236,491.12511474015724,512.8328208309537,145163
2022-01-25,508.65826416015625,511.7523764051287,481.30261888390226,489.1606208248639,95666
2022-01-27,500.55474853515625,508.265419226056,496.4292853700164,504.5819806771453,87646
2022-01-28,500.6038513183594,511.8505990862582,499.0813753682975,505.51513271497475,163445
2022-01-31,498.8357849121094,509.7878689728986,496.96951547174274,503.79616655528434,64737
2022-02-01,498.93402099609375,503.59970963233206,496.03637080007064,501.34051609661446,91146
2022-02-02,508.90380859375,520.3961480134109,501.78252456431085,501.83162508433355,250828
2022-02-03,511.801513671875,522.5571665911317,510.8192633587338,514.6991640860019,149516
2022-02-04,506.3991394042969,519.2174940625648,504.92576392744303,514.2080414219824,247190
2022-02-07,502.6665954589844,515.6814120487871,498.19736854492174,506.3991346415487,78116
2022-02-08,499.8671875,512.7346728325488,493.08966621061205,502.42104435603204,148821
2022-02-09,508.4619445800781,510.27908384306994,500.06368565736915,502.3719800972682,50136
2022-02-10,508.90380859375,518.2843460380776,506.00621844266965,513.4712960399597,139946
2022-02-11,500.4074401855469,508.70746742421295,499.4742903862054,506.0553795556957,135522
2022-02-14,541.7109375,579.5275668631006,518.6771603521172,537.0452494616953,2962227
2022-02-15,541.26904296875,568.7229522208967,535.8175655207239,550.0601955849778,932278
2022-02-16,553.301513671875,568.0352663523889,540.3849597930337,547.1133495364178,578988
2022-02-17,550.20751953125,567.7406630870418,548.6358831087183,557.6234971711793,321342
2022-02-18,549.2743530273438,561.8471442652987,543.8228761179264,550.0601412387539,248695
2022-02-21,521.7222900390625,546.4749505491824,516.811038358197,542.2021855675505,225801
2022-02-22,507.87249755859375,510.52458531683334,423.98832926602466,492.2547240318157,181033
2022-02-23,516.1725463867188,524.177910525483,511.06483270042884,511.06483270042884,97519
2022-02-24,480.1239318847656,500.3091934190656,478.3558933453073,499.96539982086534,233691
2022-02-25,502.863037109375,515.68139112703,489.74999002553636,491.1251344066952,176393
2022-02-28,510.67193603515625,513.9624504375536,492.7458387482483,502.86303444904206,131595
2022-03-02,508.1671447753906,518.3825713946785,498.14821017310294,501.92987964506057,113798
2022-03-03,506.4974060058594,529.4329272016864,501.5861243861578,511.2612961196249,117540
2022-03-04,500.4074401855469,509.78791880125976,498.98316522358374,504.4346425383235,133761
2022-03-07,486.6559143066406,491.02691007689344,476.3913868672846,491.02691007689344,228455
2022-03-08,493.58074951171875,495.83991309126367,484.7404972816581,488.1783731489039,134822
2022-03-09,499.8671875,503.30509363474016,492.9423346561278,496.0364172039026,91495
2022-03-10,504.8275451660156,515.484936760655,502.1263568865467,510.77014739048735,94658
2022-03-11,507.7742919921875,511.70329309482275,502.02812188440345,502.02812188440345,65974
2022-03-14,513.2257690429688,515.6813947321696,505.9079924987905,509.29676794024743,84929
2022-03-15,528.3524169921875,540.0411586318862,514.6500144412967,515.8287266949274,389694
2022-03-16,538.1749267578125,549.077880365752,531.4955772105308,531.4955772105308,295401
2022-03-17,553.0068969726562,563.8116498442357,547.1133954063403,550.0601461894983,315124
2022-03-21,599.320068359375,606.1466602544133,546.4749521563994,546.4749521563994,2032664
2022-03-22,592.493408203125,603.8874879957266,554.9714337868236,597.2081977741393,487318
2022-03-23,584.144287109375,601.1372059405362,580.7064109316105,595.8330301426927,199791
2022-03-24,580.362548828125,593.2791638766897,575.6477595161534,581.393959574449,148497
2022-03-25,572.259033203125,585.0774483054009,569.7052062592362,583.3585101830671,110084
2022-03-28,585.0774536132812,590.7253932093313,561.4542843848805,573.1430877035145,266507
2022-03-29,594.0158081054688,608.0128734473504,585.568480371086,588.3678694587446,482993
2022-03-30,595.3909301757812,605.8518579116737,589.5465300111091,599.958357231693,170720
2022-03-31,597.5519409179688,618.670322187504,595.243676713414,598.3868896369141,546823
2022-04-01,611.6963500976562,616.6567019258324,600.5478336149337,600.5478336149337,222215
2022-04-04,617.6389770507812,626.7247923316822,614.0046389480608,614.8886881993551,330834
2022-04-05,616.951416015625,636.1052976904041,615.2324779166063,623.6798668314369,253599
2022-04-06,663.0189208984375,666.947921911169,611.0087580020449,616.8531589988426,1580959
2022-04-07,637.4804077148438,677.2615425568332,632.8147190605363,667.9301652482184,761550
2022-04-08,666.8005981445312,669.8947105979548,640.5254023842742,644.3562025692938,638132
2022-04-11,688.3609619140625,706.2379284207753,670.876919487329,674.8059204799342,890968
2022-04-12,676.4757690429688,690.2763732666198,664.0993797411755,689.539685568363,301819
2022-04-13,678.5384521484375,691.2095041942842,671.9573635661123,681.8781269370194,286410
2022-04-18,675.7881469726562,688.8029623031616,669.894645690918,678.6857970932033,205341
2022-04-19,665.9166259765625,694.4509861910831,650.3970826885368,682.5657811294957,392211
2022-04-20,666.5550537109375,685.2669705642543,662.1840876792646,665.9657274903396,242180
2022-04-21,675.5426025390625,679.2260409389484,666.8988124176898,672.3502892591614,130090
2022-04-22,667.8319702148438,678.5384619889512,660.0721692444945,666.947921007458,135728
2022-04-25,645.043701171875,670.3857436674051,641.9495891434622,658.1076164940094,202334
2022-04-26,659.5810546875,662.9698301010494,650.2496771453834,652.2141776805659,128144
2022-04-27,649.9059448242188,660.0722116025554,642.3917059346297,653.1964593983621,134595
2022-04-28,652.0177001953125,664.6887523278771,649.3656125452644,653.1964124788668,86839
2022-04-29,651.0845336914062,667.8319478869978,648.2851445479401,657.5183205873715,125823
2022-05-02,639.5430908203125,652.9508302318924,633.8951520857005,648.2851417119955,88811
2022-05-04,641.2620849609375,656.1432010002717,629.8189049265491,643.1774850380499,191835
2022-05-05,622.9922485351562,650.2496941746526,618.130097592886,648.2851935880223,155385
2022-05-06,604.2803955078125,612.9241861425395,594.9981181984668,604.0839334577913,182486
2022-05-09,600.2040405273438,604.0839412460322,584.438935026649,604.0839412460322,114924
2022-05-10,582.2288208007812,608.7004763518001,579.4785321614615,595.7347613929546,161126
2022-05-11,565.2359008789062,594.9489700228432,550.5512481050146,585.175568347123,171515
2022-05-12,550.55126953125,561.8471474966548,545.148893113013,561.8471474966548,124971
