index_code,total_symbols,symbols,start_date,end_date
NNext,49,"ABB,ADANIGREEN,AMBUJACEM,ASHOKLEY,AUROPHARMA,BANDHANBNK,BANKBARODA,BEL,BERGEPAINT,BHEL,BIOCON,BOSCHLTD,CANBK,CHOLAFIN,COLPAL,CONCOR,DABUR,DALBHARAT,DLF,ESCORTS,EXIDEIND,GAIL,GODREJCP,GODREJPROP,HAL,HAVELLS,IOC,JINDALSTEL,JUBLFOOD,LICHSGFIN,LTTS,MUTHOOTFIN,NAUKRI,NMDC,PAGEIND,PIDILITIND,PIIND,SBICARD,SIEMENS,SRF,SUNTV,TATAPOWER,TORNTPHARM,UBL,UPL,VEDL,VOLTAS,ZEEL,ZYDUSLIFE",2021-01-01,2026-06-22
