Date,Open,High,Low,Close,Volume
2021-01-01,151.1371879760928,161.9502550833255,151.1371879760928,157.4284210205078,217668
2021-01-04,157.42839919617393,157.42839919617393,154.28278311004388,157.18264770507812,164131
2021-01-05,157.28096839883708,157.7233181225624,154.72514666256316,156.1013641357422,242817
2021-01-06,156.8877672122885,157.28096362154977,153.64384433769774,156.1505126953125,74364
2021-01-07,156.15050478253858,157.9690568325705,152.46423238445675,156.543701171875,204962
2021-01-08,156.64202759208604,180.8731218888102,156.64202759208604,176.35128784179688,3101365
2021-01-11,189.72017511738875,189.72017511738875,170.74815460575334,176.056396484375,1711050
2021-01-12,175.76150954688438,178.46477656592361,170.5515737466574,172.1243896484375,369774
2021-01-13,173.45142182442444,176.69534492588096,169.0770477176719,171.8294677734375,152800
2021-01-14,173.00907485064337,173.00907485064337,166.1280321009019,167.1110382080078,225572
2021-01-15,167.55338442840605,167.55338442840605,162.2943108658109,163.08070373535156,151148
2021-01-18,164.40776010634664,165.24332123971422,158.01822084959775,160.03338623046875,113203
2021-01-19,161.21300825639204,163.32646547459404,161.21300825639204,162.19601440429688,221240
2021-01-20,164.65351119006107,164.65351119006107,158.362278553338,159.0995330810547,112107
2021-01-21,161.11470147004655,162.14686092414294,159.2469957908119,159.54190063476562,109310
2021-01-22,159.54189417208283,163.42476529498438,156.39627762945938,157.5758819580078,124753
2021-01-25,158.26399954771384,159.83681548090104,152.46426891811933,153.34896850585938,77331
2021-01-27,152.36596254060493,153.15237050845332,148.4339377008474,148.97459411621094,90717
2021-01-28,149.41692706406488,161.1146936436295,147.2543166459289,153.05404663085938,342495
2021-01-29,156.29796672288307,158.26397888291936,153.44725509062346,155.1183624267578,74765
2021-02-01,154.8234565613553,159.14867728454627,152.8082911109777,158.4114227294922,69518
2021-02-02,162.19602414770097,162.58922063068954,158.7555024233558,160.37745666503906,71257
2021-02-03,161.11469810870082,164.9975843073633,159.0995475492732,161.606201171875,112480
2021-02-04,162.44176076482918,164.16202146884402,161.11469650765312,163.0315704345703,102241
2021-02-05,163.8179667556244,163.8179667556244,160.23000035483403,161.90110778808594,73235
2021-02-08,163.17901203430233,173.89377248736406,161.90110110883597,166.81613159179688,453917
2021-02-09,175.90893441740843,177.92409987444643,167.553382765846,173.1073760986328,786634
