asset_class,asset,model,cv_accuracy,cv_accuracy_std,test_accuracy
Commodities,Natural_Rubber,XGBoost,0.45399239543726233,0.06842416352366229,0.5620253164556962
Commodities,Natural_Rubber,LightGBM,0.45095057034220537,0.06255186227430812,0.5924050632911393
Commodities,Natural_Rubber,RandomForest,0.45171102661596957,0.07000329413149844,0.5645569620253165
Commodities,Natural_Rubber,LogisticRegression,0.4342205323193916,0.06561111668478477,0.5518987341772152
Commodities,Platinum,CatBoost,0.5717557251908396,0.04394454340343283,0.4365482233502538
Commodities,Platinum,XGBoost,0.5793893129770993,0.034427396286350186,0.4137055837563452
Commodities,Platinum,LightGBM,0.5641221374045802,0.030762506381083805,0.383248730964467
Commodities,Platinum,RandomForest,0.5687022900763359,0.04496695106877295,0.4517766497461929
Commodities,Platinum,LogisticRegression,0.5641221374045802,0.03773803692918556,0.4593908629441624
Commodities,Silver,CatBoost,0.5412213740458015,0.01644325131949465,0.41116751269035534
Commodities,Silver,XGBoost,0.5374045801526717,0.017306540532449826,0.4213197969543147
Commodities,Silver,LightGBM,0.5282442748091604,0.03775347486680379,0.4035532994923858
Commodities,Silver,RandomForest,0.5206106870229007,0.06389454338272237,0.4543147208121827
Commodities,Silver,LogisticRegression,0.5343511450381679,0.029761204106286916,0.44923857868020306
Commodities,WTI_Crude_Oil,CatBoost,0.5625954198473282,0.07138935215717976,0.5685279187817259
Commodities,WTI_Crude_Oil,XGBoost,0.5297709923664122,0.03434266222657097,0.5203045685279187
Commodities,WTI_Crude_Oil,LightGBM,0.5450381679389313,0.0631976245368525,0.5685279187817259
Commodities,WTI_Crude_Oil,RandomForest,0.5404580152671755,0.04938878204464676,0.5558375634517766
Commodities,WTI_Crude_Oil,LogisticRegression,0.48091603053435117,0.06641660071498079,0.5380710659898477
Commodities,Wheat,CatBoost,0.5419847328244275,0.054461248799196824,0.5203045685279187
Commodities,Wheat,XGBoost,0.5641221374045802,0.04931793986324609,0.5126903553299492
Commodities,Wheat,LightGBM,0.5358778625954199,0.03617708583533675,0.5456852791878173
